vocabulary size: 474
n tunes: 3689
n train tunes: 3505.0
n validation tunes: 184.0
9890/43812 (epoch 22.573) train_loss=129.33728027 time/batch=0.04s
9891/43812 (epoch 22.576) train_loss=136.07681274 time/batch=0.06s
9892/43812 (epoch 22.578) train_loss=175.42518616 time/batch=0.06s
9893/43812 (epoch 22.580) train_loss=148.99002075 time/batch=0.06s
9894/43812 (epoch 22.583) train_loss=214.15179443 time/batch=0.07s
9895/43812 (epoch 22.585) train_loss=105.16806030 time/batch=0.04s
9896/43812 (epoch 22.587) train_loss=220.39419556 time/batch=0.07s
9897/43812 (epoch 22.589) train_loss=132.33023071 time/batch=0.05s
9898/43812 (epoch 22.592) train_loss=206.99610901 time/batch=0.07s
9899/43812 (epoch 22.594) train_loss=82.89826965 time/batch=0.03s
Validating
    loss:	201.802713

9900/43812 (epoch 22.596) train_loss=209.71066284 time/batch=0.53s
9901/43812 (epoch 22.599) train_loss=224.85322571 time/batch=0.07s
9902/43812 (epoch 22.601) train_loss=216.13287354 time/batch=0.07s
9903/43812 (epoch 22.603) train_loss=118.08600616 time/batch=0.04s
9904/43812 (epoch 22.605) train_loss=116.40563965 time/batch=0.04s
9905/43812 (epoch 22.608) train_loss=191.58398438 time/batch=0.07s
9906/43812 (epoch 22.610) train_loss=74.52886963 time/batch=0.03s
9907/43812 (epoch 22.612) train_loss=195.23208618 time/batch=0.06s
9908/43812 (epoch 22.615) train_loss=194.61697388 time/batch=0.07s
9909/43812 (epoch 22.617) train_loss=130.89605713 time/batch=0.04s
9910/43812 (epoch 22.619) train_loss=200.71333313 time/batch=0.07s
9911/43812 (epoch 22.621) train_loss=120.03561401 time/batch=0.04s
9912/43812 (epoch 22.624) train_loss=183.02664185 time/batch=0.06s
9913/43812 (epoch 22.626) train_loss=100.81792450 time/batch=0.04s
9914/43812 (epoch 22.628) train_loss=80.04454041 time/batch=0.03s
9915/43812 (epoch 22.631) train_loss=182.92092896 time/batch=0.05s
9916/43812 (epoch 22.633) train_loss=316.57861328 time/batch=0.09s
9917/43812 (epoch 22.635) train_loss=296.97171021 time/batch=0.08s
9918/43812 (epoch 22.637) train_loss=144.16192627 time/batch=0.05s
9919/43812 (epoch 22.640) train_loss=121.08333588 time/batch=0.05s
9920/43812 (epoch 22.642) train_loss=310.51257324 time/batch=0.09s
9921/43812 (epoch 22.644) train_loss=132.41058350 time/batch=0.04s
9922/43812 (epoch 22.647) train_loss=137.59478760 time/batch=0.05s
9923/43812 (epoch 22.649) train_loss=198.78839111 time/batch=0.06s
9924/43812 (epoch 22.651) train_loss=87.66084290 time/batch=0.03s
9925/43812 (epoch 22.653) train_loss=165.29864502 time/batch=0.06s
9926/43812 (epoch 22.656) train_loss=161.52035522 time/batch=0.06s
9927/43812 (epoch 22.658) train_loss=161.99621582 time/batch=0.05s
9928/43812 (epoch 22.660) train_loss=85.95870972 time/batch=0.04s
9929/43812 (epoch 22.662) train_loss=180.46215820 time/batch=0.05s
9930/43812 (epoch 22.665) train_loss=172.55099487 time/batch=0.06s
9931/43812 (epoch 22.667) train_loss=120.36920929 time/batch=0.04s
9932/43812 (epoch 22.669) train_loss=169.06747437 time/batch=0.06s
9933/43812 (epoch 22.672) train_loss=166.64256287 time/batch=0.06s
9934/43812 (epoch 22.674) train_loss=251.12486267 time/batch=0.07s
9935/43812 (epoch 22.676) train_loss=159.61013794 time/batch=0.06s
9936/43812 (epoch 22.678) train_loss=224.30804443 time/batch=0.07s
9937/43812 (epoch 22.681) train_loss=166.75808716 time/batch=0.06s
9938/43812 (epoch 22.683) train_loss=85.20375061 time/batch=0.03s
9939/43812 (epoch 22.685) train_loss=153.86248779 time/batch=0.06s
9940/43812 (epoch 22.688) train_loss=154.79069519 time/batch=0.05s
9941/43812 (epoch 22.690) train_loss=204.93518066 time/batch=0.06s
9942/43812 (epoch 22.692) train_loss=206.38157654 time/batch=0.07s
9943/43812 (epoch 22.694) train_loss=222.19711304 time/batch=0.07s
9944/43812 (epoch 22.697) train_loss=218.25073242 time/batch=0.07s
9945/43812 (epoch 22.699) train_loss=158.37963867 time/batch=0.06s
9946/43812 (epoch 22.701) train_loss=203.43026733 time/batch=0.07s
9947/43812 (epoch 22.704) train_loss=190.08009338 time/batch=0.06s
9948/43812 (epoch 22.706) train_loss=170.25891113 time/batch=0.06s
9949/43812 (epoch 22.708) train_loss=117.46282959 time/batch=0.04s
9950/43812 (epoch 22.710) train_loss=193.26055908 time/batch=0.06s
9951/43812 (epoch 22.713) train_loss=254.84767151 time/batch=0.08s
9952/43812 (epoch 22.715) train_loss=149.48500061 time/batch=0.05s
9953/43812 (epoch 22.717) train_loss=131.41773987 time/batch=0.05s
9954/43812 (epoch 22.720) train_loss=186.42399597 time/batch=0.05s
9955/43812 (epoch 22.722) train_loss=93.12770081 time/batch=0.04s
9956/43812 (epoch 22.724) train_loss=161.02819824 time/batch=0.05s
9957/43812 (epoch 22.726) train_loss=79.91580200 time/batch=0.03s
9958/43812 (epoch 22.729) train_loss=153.99719238 time/batch=0.05s
9959/43812 (epoch 22.731) train_loss=212.60888672 time/batch=0.07s
9960/43812 (epoch 22.733) train_loss=178.77436829 time/batch=0.07s
9961/43812 (epoch 22.736) train_loss=215.61950684 time/batch=0.07s
9962/43812 (epoch 22.738) train_loss=116.93292999 time/batch=0.04s
9963/43812 (epoch 22.740) train_loss=260.78698730 time/batch=0.34s
9964/43812 (epoch 22.742) train_loss=125.24839020 time/batch=0.04s
9965/43812 (epoch 22.745) train_loss=94.96693420 time/batch=0.04s
9966/43812 (epoch 22.747) train_loss=196.12741089 time/batch=0.06s
9967/43812 (epoch 22.749) train_loss=131.91835022 time/batch=0.05s
9968/43812 (epoch 22.751) train_loss=140.09703064 time/batch=0.05s
9969/43812 (epoch 22.754) train_loss=233.04965210 time/batch=0.10s
9970/43812 (epoch 22.756) train_loss=248.68104553 time/batch=0.08s
9971/43812 (epoch 22.758) train_loss=190.51728821 time/batch=0.06s
9972/43812 (epoch 22.761) train_loss=259.16503906 time/batch=0.08s
9973/43812 (epoch 22.763) train_loss=142.43034363 time/batch=0.05s
9974/43812 (epoch 22.765) train_loss=152.80758667 time/batch=0.05s
9975/43812 (epoch 22.767) train_loss=236.31787109 time/batch=0.07s
9976/43812 (epoch 22.770) train_loss=137.07725525 time/batch=0.04s
9977/43812 (epoch 22.772) train_loss=157.65498352 time/batch=0.05s
9978/43812 (epoch 22.774) train_loss=158.26672363 time/batch=0.05s
9979/43812 (epoch 22.777) train_loss=192.63838196 time/batch=0.07s
9980/43812 (epoch 22.779) train_loss=154.51214600 time/batch=0.05s
9981/43812 (epoch 22.781) train_loss=317.53689575 time/batch=0.10s
9982/43812 (epoch 22.783) train_loss=201.68569946 time/batch=0.07s
9983/43812 (epoch 22.786) train_loss=150.35925293 time/batch=0.05s
9984/43812 (epoch 22.788) train_loss=132.21582031 time/batch=0.04s
9985/43812 (epoch 22.790) train_loss=140.87881470 time/batch=0.05s
9986/43812 (epoch 22.793) train_loss=105.40745544 time/batch=0.03s
9987/43812 (epoch 22.795) train_loss=111.07723999 time/batch=0.04s
9988/43812 (epoch 22.797) train_loss=168.32420349 time/batch=0.06s
9989/43812 (epoch 22.799) train_loss=83.73730469 time/batch=0.03s
9990/43812 (epoch 22.802) train_loss=253.08154297 time/batch=0.10s
9991/43812 (epoch 22.804) train_loss=122.36339569 time/batch=0.04s
9992/43812 (epoch 22.806) train_loss=208.22689819 time/batch=0.08s
9993/43812 (epoch 22.809) train_loss=160.13325500 time/batch=0.05s
9994/43812 (epoch 22.811) train_loss=157.50787354 time/batch=0.05s
9995/43812 (epoch 22.813) train_loss=224.28468323 time/batch=0.06s
9996/43812 (epoch 22.815) train_loss=169.47454834 time/batch=0.06s
9997/43812 (epoch 22.818) train_loss=178.06565857 time/batch=0.06s
9998/43812 (epoch 22.820) train_loss=105.93469238 time/batch=0.05s
9999/43812 (epoch 22.822) train_loss=188.26638794 time/batch=0.06s
Validating
    loss:	202.329201

10000/43812 (epoch 22.825) train_loss=202.41070557 time/batch=0.60s
10001/43812 (epoch 22.827) train_loss=114.62570190 time/batch=0.04s
10002/43812 (epoch 22.829) train_loss=110.98571777 time/batch=0.05s
10003/43812 (epoch 22.831) train_loss=115.06279755 time/batch=0.04s
10004/43812 (epoch 22.834) train_loss=142.32058716 time/batch=0.04s
10005/43812 (epoch 22.836) train_loss=87.82841492 time/batch=0.04s
10006/43812 (epoch 22.838) train_loss=144.14138794 time/batch=0.05s
10007/43812 (epoch 22.841) train_loss=199.75529480 time/batch=0.06s
10008/43812 (epoch 22.843) train_loss=115.05873108 time/batch=0.04s
10009/43812 (epoch 22.845) train_loss=151.99490356 time/batch=0.06s
10010/43812 (epoch 22.847) train_loss=162.67984009 time/batch=0.05s
10011/43812 (epoch 22.850) train_loss=205.28535461 time/batch=0.07s
10012/43812 (epoch 22.852) train_loss=185.36532593 time/batch=0.06s
10013/43812 (epoch 22.854) train_loss=146.11824036 time/batch=0.05s
10014/43812 (epoch 22.856) train_loss=151.14630127 time/batch=0.05s
10015/43812 (epoch 22.859) train_loss=209.31835938 time/batch=0.06s
10016/43812 (epoch 22.861) train_loss=199.32562256 time/batch=0.07s
10017/43812 (epoch 22.863) train_loss=130.11064148 time/batch=0.05s
10018/43812 (epoch 22.866) train_loss=150.98081970 time/batch=0.05s
10019/43812 (epoch 22.868) train_loss=149.33831787 time/batch=0.05s
10020/43812 (epoch 22.870) train_loss=132.95713806 time/batch=0.04s
10021/43812 (epoch 22.872) train_loss=204.26983643 time/batch=0.06s
10022/43812 (epoch 22.875) train_loss=120.97778320 time/batch=0.05s
10023/43812 (epoch 22.877) train_loss=153.95645142 time/batch=0.05s
10024/43812 (epoch 22.879) train_loss=228.25520325 time/batch=0.08s
10025/43812 (epoch 22.882) train_loss=211.28228760 time/batch=0.06s
10026/43812 (epoch 22.884) train_loss=160.18450928 time/batch=0.05s
10027/43812 (epoch 22.886) train_loss=209.17591858 time/batch=0.07s
10028/43812 (epoch 22.888) train_loss=105.87151337 time/batch=0.04s
10029/43812 (epoch 22.891) train_loss=188.07472229 time/batch=0.06s
10030/43812 (epoch 22.893) train_loss=165.00061035 time/batch=0.05s
10031/43812 (epoch 22.895) train_loss=131.68138123 time/batch=0.05s
10032/43812 (epoch 22.898) train_loss=140.93293762 time/batch=0.05s
10033/43812 (epoch 22.900) train_loss=133.65574646 time/batch=0.05s
10034/43812 (epoch 22.902) train_loss=112.69659424 time/batch=0.05s
10035/43812 (epoch 22.904) train_loss=196.36872864 time/batch=0.06s
10036/43812 (epoch 22.907) train_loss=145.01510620 time/batch=0.05s
10037/43812 (epoch 22.909) train_loss=128.68508911 time/batch=0.04s
10038/43812 (epoch 22.911) train_loss=131.81347656 time/batch=0.05s
10039/43812 (epoch 22.914) train_loss=136.21881104 time/batch=0.05s
10040/43812 (epoch 22.916) train_loss=171.39669800 time/batch=0.05s
10041/43812 (epoch 22.918) train_loss=140.07302856 time/batch=0.05s
10042/43812 (epoch 22.920) train_loss=103.09943390 time/batch=0.04s
10043/43812 (epoch 22.923) train_loss=118.24920654 time/batch=0.04s
10044/43812 (epoch 22.925) train_loss=143.14959717 time/batch=0.05s
10045/43812 (epoch 22.927) train_loss=155.46914673 time/batch=0.05s
10046/43812 (epoch 22.930) train_loss=143.15582275 time/batch=0.05s
10047/43812 (epoch 22.932) train_loss=106.09846497 time/batch=0.04s
10048/43812 (epoch 22.934) train_loss=158.35520935 time/batch=0.05s
10049/43812 (epoch 22.936) train_loss=190.90695190 time/batch=0.06s
10050/43812 (epoch 22.939) train_loss=110.44516754 time/batch=0.04s
10051/43812 (epoch 22.941) train_loss=116.10079193 time/batch=0.04s
10052/43812 (epoch 22.943) train_loss=131.03073120 time/batch=0.05s
10053/43812 (epoch 22.946) train_loss=132.10490417 time/batch=0.04s
10054/43812 (epoch 22.948) train_loss=176.81271362 time/batch=0.06s
10055/43812 (epoch 22.950) train_loss=143.93026733 time/batch=0.05s
10056/43812 (epoch 22.952) train_loss=146.08279419 time/batch=0.05s
10057/43812 (epoch 22.955) train_loss=119.02268982 time/batch=0.04s
10058/43812 (epoch 22.957) train_loss=123.14458466 time/batch=0.05s
10059/43812 (epoch 22.959) train_loss=89.27506256 time/batch=0.04s
10060/43812 (epoch 22.961) train_loss=135.19218445 time/batch=0.05s
10061/43812 (epoch 22.964) train_loss=121.61881256 time/batch=0.05s
10062/43812 (epoch 22.966) train_loss=158.48654175 time/batch=0.05s
10063/43812 (epoch 22.968) train_loss=119.50054932 time/batch=0.04s
10064/43812 (epoch 22.971) train_loss=147.82443237 time/batch=0.05s
10065/43812 (epoch 22.973) train_loss=89.10596466 time/batch=0.03s
10066/43812 (epoch 22.975) train_loss=141.83369446 time/batch=0.05s
10067/43812 (epoch 22.977) train_loss=133.88903809 time/batch=0.05s
10068/43812 (epoch 22.980) train_loss=142.19717407 time/batch=0.05s
10069/43812 (epoch 22.982) train_loss=120.28553772 time/batch=0.04s
10070/43812 (epoch 22.984) train_loss=129.35739136 time/batch=0.05s
10071/43812 (epoch 22.987) train_loss=92.55378723 time/batch=0.04s
10072/43812 (epoch 22.989) train_loss=130.05426025 time/batch=0.05s
10073/43812 (epoch 22.991) train_loss=120.47109985 time/batch=0.05s
10074/43812 (epoch 22.993) train_loss=147.30047607 time/batch=0.04s
setting learning rate to 0.0028227
10075/43812 (epoch 22.996) train_loss=88.69221497 time/batch=0.04s
10076/43812 (epoch 22.998) train_loss=400.43103027 time/batch=0.12s
10077/43812 (epoch 23.000) train_loss=439.81967163 time/batch=0.31s
10078/43812 (epoch 23.003) train_loss=592.87475586 time/batch=0.18s
10079/43812 (epoch 23.005) train_loss=794.44848633 time/batch=0.52s
10080/43812 (epoch 23.007) train_loss=552.66235352 time/batch=0.14s
10081/43812 (epoch 23.009) train_loss=167.77253723 time/batch=0.07s
10082/43812 (epoch 23.012) train_loss=320.00723267 time/batch=0.10s
10083/43812 (epoch 23.014) train_loss=335.86093140 time/batch=0.09s
10084/43812 (epoch 23.016) train_loss=217.42749023 time/batch=0.07s
10085/43812 (epoch 23.019) train_loss=779.83740234 time/batch=0.49s
10086/43812 (epoch 23.021) train_loss=192.92568970 time/batch=0.07s
10087/43812 (epoch 23.023) train_loss=120.99592590 time/batch=0.04s
10088/43812 (epoch 23.025) train_loss=259.57196045 time/batch=0.08s
10089/43812 (epoch 23.028) train_loss=305.29931641 time/batch=0.10s
10090/43812 (epoch 23.030) train_loss=280.25320435 time/batch=0.16s
10091/43812 (epoch 23.032) train_loss=468.05657959 time/batch=0.38s
10092/43812 (epoch 23.035) train_loss=87.50695038 time/batch=0.04s
10093/43812 (epoch 23.037) train_loss=81.72155762 time/batch=0.03s
10094/43812 (epoch 23.039) train_loss=158.17536926 time/batch=0.05s
10095/43812 (epoch 23.041) train_loss=998.75292969 time/batch=0.83s
10096/43812 (epoch 23.044) train_loss=547.52563477 time/batch=0.20s
10097/43812 (epoch 23.046) train_loss=201.36602783 time/batch=0.06s
10098/43812 (epoch 23.048) train_loss=154.55337524 time/batch=0.05s
10099/43812 (epoch 23.050) train_loss=124.67787933 time/batch=0.04s
Validating
    loss:	201.093965

10100/43812 (epoch 23.053) train_loss=154.13633728 time/batch=0.52s
10101/43812 (epoch 23.055) train_loss=144.54408264 time/batch=0.05s
10102/43812 (epoch 23.057) train_loss=301.07965088 time/batch=0.09s
10103/43812 (epoch 23.060) train_loss=295.54513550 time/batch=0.10s
10104/43812 (epoch 23.062) train_loss=249.58520508 time/batch=0.09s
10105/43812 (epoch 23.064) train_loss=130.23818970 time/batch=0.04s
10106/43812 (epoch 23.066) train_loss=279.80181885 time/batch=0.08s
10107/43812 (epoch 23.069) train_loss=240.14718628 time/batch=0.08s
10108/43812 (epoch 23.071) train_loss=288.38772583 time/batch=0.09s
10109/43812 (epoch 23.073) train_loss=220.03250122 time/batch=0.07s
10110/43812 (epoch 23.076) train_loss=408.14181519 time/batch=0.14s
10111/43812 (epoch 23.078) train_loss=90.67326355 time/batch=0.03s
10112/43812 (epoch 23.080) train_loss=240.95407104 time/batch=0.15s
10113/43812 (epoch 23.082) train_loss=366.33343506 time/batch=0.12s
10114/43812 (epoch 23.085) train_loss=167.86114502 time/batch=0.06s
10115/43812 (epoch 23.087) train_loss=227.61436462 time/batch=0.07s
10116/43812 (epoch 23.089) train_loss=402.67684937 time/batch=0.12s
10117/43812 (epoch 23.092) train_loss=369.66784668 time/batch=0.12s
10118/43812 (epoch 23.094) train_loss=387.99423218 time/batch=0.11s
10119/43812 (epoch 23.096) train_loss=441.08877563 time/batch=0.13s
10120/43812 (epoch 23.098) train_loss=168.47271729 time/batch=0.06s
10121/43812 (epoch 23.101) train_loss=91.15218353 time/batch=0.03s
10122/43812 (epoch 23.103) train_loss=79.87847900 time/batch=0.03s
10123/43812 (epoch 23.105) train_loss=249.52479553 time/batch=0.08s
10124/43812 (epoch 23.108) train_loss=378.95568848 time/batch=0.11s
10125/43812 (epoch 23.110) train_loss=292.90948486 time/batch=0.15s
10126/43812 (epoch 23.112) train_loss=491.80709839 time/batch=0.13s
10127/43812 (epoch 23.114) train_loss=157.54632568 time/batch=0.06s
10128/43812 (epoch 23.117) train_loss=306.02795410 time/batch=0.09s
10129/43812 (epoch 23.119) train_loss=75.48182678 time/batch=0.03s
10130/43812 (epoch 23.121) train_loss=540.45074463 time/batch=0.19s
10131/43812 (epoch 23.124) train_loss=192.03503418 time/batch=0.08s
10132/43812 (epoch 23.126) train_loss=243.82308960 time/batch=0.08s
10133/43812 (epoch 23.128) train_loss=242.42208862 time/batch=0.09s
10134/43812 (epoch 23.130) train_loss=102.11746979 time/batch=0.04s
10135/43812 (epoch 23.133) train_loss=159.16561890 time/batch=0.05s
10136/43812 (epoch 23.135) train_loss=198.21063232 time/batch=0.07s
10137/43812 (epoch 23.137) train_loss=281.37631226 time/batch=0.08s
10138/43812 (epoch 23.140) train_loss=152.95820618 time/batch=0.05s
10139/43812 (epoch 23.142) train_loss=92.51715851 time/batch=0.03s
10140/43812 (epoch 23.144) train_loss=249.84768677 time/batch=0.08s
10141/43812 (epoch 23.146) train_loss=353.27917480 time/batch=0.11s
10142/43812 (epoch 23.149) train_loss=229.09062195 time/batch=0.08s
10143/43812 (epoch 23.151) train_loss=248.81878662 time/batch=0.08s
10144/43812 (epoch 23.153) train_loss=149.61593628 time/batch=0.05s
10145/43812 (epoch 23.155) train_loss=395.30450439 time/batch=0.12s
10146/43812 (epoch 23.158) train_loss=337.92407227 time/batch=0.10s
10147/43812 (epoch 23.160) train_loss=229.60656738 time/batch=0.07s
10148/43812 (epoch 23.162) train_loss=470.01470947 time/batch=0.13s
10149/43812 (epoch 23.165) train_loss=189.29064941 time/batch=0.07s
10150/43812 (epoch 23.167) train_loss=213.36007690 time/batch=0.06s
10151/43812 (epoch 23.169) train_loss=102.52690125 time/batch=0.04s
10152/43812 (epoch 23.171) train_loss=198.88533020 time/batch=0.06s
10153/43812 (epoch 23.174) train_loss=239.57324219 time/batch=0.34s
10154/43812 (epoch 23.176) train_loss=203.81097412 time/batch=0.07s
10155/43812 (epoch 23.178) train_loss=163.40730286 time/batch=0.06s
10156/43812 (epoch 23.181) train_loss=267.66156006 time/batch=0.09s
10157/43812 (epoch 23.183) train_loss=87.34567261 time/batch=0.03s
10158/43812 (epoch 23.185) train_loss=101.36838531 time/batch=0.04s
10159/43812 (epoch 23.187) train_loss=356.74395752 time/batch=0.10s
10160/43812 (epoch 23.190) train_loss=208.69906616 time/batch=0.07s
10161/43812 (epoch 23.192) train_loss=122.34283447 time/batch=0.04s
10162/43812 (epoch 23.194) train_loss=462.54824829 time/batch=0.13s
10163/43812 (epoch 23.197) train_loss=109.53390503 time/batch=0.04s
10164/43812 (epoch 23.199) train_loss=119.31266785 time/batch=0.04s
10165/43812 (epoch 23.201) train_loss=183.03102112 time/batch=0.06s
10166/43812 (epoch 23.203) train_loss=196.78346252 time/batch=0.07s
10167/43812 (epoch 23.206) train_loss=234.82495117 time/batch=0.07s
10168/43812 (epoch 23.208) train_loss=118.45855713 time/batch=0.04s
10169/43812 (epoch 23.210) train_loss=92.59213257 time/batch=0.04s
10170/43812 (epoch 23.213) train_loss=129.83563232 time/batch=0.04s
10171/43812 (epoch 23.215) train_loss=131.62019348 time/batch=0.05s
10172/43812 (epoch 23.217) train_loss=578.95544434 time/batch=0.15s
10173/43812 (epoch 23.219) train_loss=136.08335876 time/batch=0.05s
10174/43812 (epoch 23.222) train_loss=393.56735229 time/batch=0.12s
10175/43812 (epoch 23.224) train_loss=241.72323608 time/batch=0.08s
10176/43812 (epoch 23.226) train_loss=119.84609985 time/batch=0.04s
10177/43812 (epoch 23.229) train_loss=160.23278809 time/batch=0.06s
10178/43812 (epoch 23.231) train_loss=231.33419800 time/batch=0.08s
10179/43812 (epoch 23.233) train_loss=299.59130859 time/batch=0.11s
10180/43812 (epoch 23.235) train_loss=117.22770691 time/batch=0.04s
10181/43812 (epoch 23.238) train_loss=272.93157959 time/batch=0.09s
10182/43812 (epoch 23.240) train_loss=103.58357239 time/batch=0.04s
10183/43812 (epoch 23.242) train_loss=166.86932373 time/batch=0.05s
10184/43812 (epoch 23.245) train_loss=210.81625366 time/batch=0.07s
10185/43812 (epoch 23.247) train_loss=259.07299805 time/batch=0.08s
10186/43812 (epoch 23.249) train_loss=100.18198395 time/batch=0.03s
10187/43812 (epoch 23.251) train_loss=241.79873657 time/batch=0.08s
10188/43812 (epoch 23.254) train_loss=215.05506897 time/batch=0.07s
10189/43812 (epoch 23.256) train_loss=175.14837646 time/batch=0.06s
10190/43812 (epoch 23.258) train_loss=98.06199646 time/batch=0.03s
10191/43812 (epoch 23.260) train_loss=203.15602112 time/batch=0.08s
10192/43812 (epoch 23.263) train_loss=349.15454102 time/batch=0.15s
10193/43812 (epoch 23.265) train_loss=241.04928589 time/batch=0.08s
10194/43812 (epoch 23.267) train_loss=237.61349487 time/batch=0.10s
10195/43812 (epoch 23.270) train_loss=168.17237854 time/batch=0.06s
10196/43812 (epoch 23.272) train_loss=121.41055298 time/batch=0.04s
10197/43812 (epoch 23.274) train_loss=91.21270752 time/batch=0.03s
10198/43812 (epoch 23.276) train_loss=273.82571411 time/batch=0.12s
10199/43812 (epoch 23.279) train_loss=332.92816162 time/batch=0.11s
Validating
    loss:	199.426661

10200/43812 (epoch 23.281) train_loss=329.91207886 time/batch=0.64s
10201/43812 (epoch 23.283) train_loss=138.64682007 time/batch=0.05s
10202/43812 (epoch 23.286) train_loss=146.90734863 time/batch=0.05s
10203/43812 (epoch 23.288) train_loss=178.21737671 time/batch=0.06s
10204/43812 (epoch 23.290) train_loss=152.87780762 time/batch=0.05s
10205/43812 (epoch 23.292) train_loss=175.44635010 time/batch=0.22s
10206/43812 (epoch 23.295) train_loss=264.62109375 time/batch=0.08s
10207/43812 (epoch 23.297) train_loss=246.74971008 time/batch=0.08s
10208/43812 (epoch 23.299) train_loss=311.37054443 time/batch=0.09s
10209/43812 (epoch 23.302) train_loss=84.09739685 time/batch=0.04s
10210/43812 (epoch 23.304) train_loss=244.85421753 time/batch=0.07s
10211/43812 (epoch 23.306) train_loss=221.98696899 time/batch=0.07s
10212/43812 (epoch 23.308) train_loss=113.72096252 time/batch=0.04s
10213/43812 (epoch 23.311) train_loss=260.74542236 time/batch=0.33s
10214/43812 (epoch 23.313) train_loss=259.29501343 time/batch=0.08s
10215/43812 (epoch 23.315) train_loss=111.43600464 time/batch=0.05s
10216/43812 (epoch 23.318) train_loss=145.16754150 time/batch=0.05s
10217/43812 (epoch 23.320) train_loss=327.17260742 time/batch=0.10s
10218/43812 (epoch 23.322) train_loss=112.32427216 time/batch=0.04s
10219/43812 (epoch 23.324) train_loss=294.55004883 time/batch=0.10s
10220/43812 (epoch 23.327) train_loss=89.25405884 time/batch=0.03s
10221/43812 (epoch 23.329) train_loss=164.72976685 time/batch=0.06s
10222/43812 (epoch 23.331) train_loss=110.08163452 time/batch=0.04s
10223/43812 (epoch 23.334) train_loss=213.12597656 time/batch=0.08s
10224/43812 (epoch 23.336) train_loss=135.94175720 time/batch=0.05s
10225/43812 (epoch 23.338) train_loss=267.81259155 time/batch=0.09s
10226/43812 (epoch 23.340) train_loss=137.84852600 time/batch=0.05s
10227/43812 (epoch 23.343) train_loss=243.12750244 time/batch=0.07s
10228/43812 (epoch 23.345) train_loss=279.01336670 time/batch=0.09s
10229/43812 (epoch 23.347) train_loss=213.40478516 time/batch=0.07s
10230/43812 (epoch 23.350) train_loss=348.85174561 time/batch=0.09s
10231/43812 (epoch 23.352) train_loss=201.71478271 time/batch=0.07s
10232/43812 (epoch 23.354) train_loss=136.37512207 time/batch=0.04s
10233/43812 (epoch 23.356) train_loss=198.16384888 time/batch=0.06s
10234/43812 (epoch 23.359) train_loss=314.15447998 time/batch=0.09s
10235/43812 (epoch 23.361) train_loss=125.10008240 time/batch=0.05s
10236/43812 (epoch 23.363) train_loss=184.55282593 time/batch=0.06s
10237/43812 (epoch 23.365) train_loss=138.79403687 time/batch=0.05s
10238/43812 (epoch 23.368) train_loss=155.39532471 time/batch=0.05s
10239/43812 (epoch 23.370) train_loss=206.40295410 time/batch=0.07s
10240/43812 (epoch 23.372) train_loss=126.96632385 time/batch=0.04s
10241/43812 (epoch 23.375) train_loss=198.64575195 time/batch=0.07s
10242/43812 (epoch 23.377) train_loss=143.92535400 time/batch=0.04s
10243/43812 (epoch 23.379) train_loss=121.71097565 time/batch=0.05s
10244/43812 (epoch 23.381) train_loss=201.50195312 time/batch=0.07s
10245/43812 (epoch 23.384) train_loss=205.88327026 time/batch=0.06s
10246/43812 (epoch 23.386) train_loss=232.91711426 time/batch=0.08s
10247/43812 (epoch 23.388) train_loss=276.71948242 time/batch=0.09s
10248/43812 (epoch 23.391) train_loss=275.23962402 time/batch=0.09s
10249/43812 (epoch 23.393) train_loss=198.65963745 time/batch=0.07s
10250/43812 (epoch 23.395) train_loss=176.87660217 time/batch=0.06s
10251/43812 (epoch 23.397) train_loss=195.47415161 time/batch=0.06s
10252/43812 (epoch 23.400) train_loss=200.67364502 time/batch=0.07s
10253/43812 (epoch 23.402) train_loss=139.08850098 time/batch=0.11s
10254/43812 (epoch 23.404) train_loss=312.59820557 time/batch=0.10s
10255/43812 (epoch 23.407) train_loss=161.13220215 time/batch=0.06s
10256/43812 (epoch 23.409) train_loss=212.28298950 time/batch=0.06s
10257/43812 (epoch 23.411) train_loss=305.39556885 time/batch=0.09s
10258/43812 (epoch 23.413) train_loss=247.54351807 time/batch=0.08s
10259/43812 (epoch 23.416) train_loss=336.81689453 time/batch=0.11s
10260/43812 (epoch 23.418) train_loss=220.21476746 time/batch=0.07s
10261/43812 (epoch 23.420) train_loss=171.42912292 time/batch=0.05s
10262/43812 (epoch 23.423) train_loss=157.73645020 time/batch=0.05s
10263/43812 (epoch 23.425) train_loss=205.26983643 time/batch=0.07s
10264/43812 (epoch 23.427) train_loss=215.25225830 time/batch=0.07s
10265/43812 (epoch 23.429) train_loss=258.84735107 time/batch=0.08s
10266/43812 (epoch 23.432) train_loss=226.10922241 time/batch=0.07s
10267/43812 (epoch 23.434) train_loss=158.71267700 time/batch=0.06s
10268/43812 (epoch 23.436) train_loss=335.27612305 time/batch=0.09s
10269/43812 (epoch 23.439) train_loss=150.91921997 time/batch=0.06s
10270/43812 (epoch 23.441) train_loss=181.39292908 time/batch=0.06s
10271/43812 (epoch 23.443) train_loss=210.57495117 time/batch=0.06s
10272/43812 (epoch 23.445) train_loss=94.18173981 time/batch=0.04s
10273/43812 (epoch 23.448) train_loss=107.81378937 time/batch=0.03s
10274/43812 (epoch 23.450) train_loss=71.98867035 time/batch=0.03s
