vocabulary size: 4476
n tunes: 3687
n train tunes: 3503.0
n validation tunes: 184.0
1170/13136 (epoch 2.672) train_loss=198.44746399 time/batch=0.07s
1171/13136 (epoch 2.674) train_loss=426.13458252 time/batch=0.12s
1172/13136 (epoch 2.677) train_loss=207.83287048 time/batch=0.05s
1173/13136 (epoch 2.679) train_loss=397.13122559 time/batch=0.10s
1174/13136 (epoch 2.681) train_loss=168.78677368 time/batch=0.05s
1175/13136 (epoch 2.683) train_loss=310.73089600 time/batch=0.08s
1176/13136 (epoch 2.686) train_loss=368.93713379 time/batch=0.09s
1177/13136 (epoch 2.688) train_loss=410.66119385 time/batch=0.13s
1178/13136 (epoch 2.690) train_loss=242.77758789 time/batch=0.07s
1179/13136 (epoch 2.693) train_loss=424.30731201 time/batch=0.12s
1180/13136 (epoch 2.695) train_loss=406.36425781 time/batch=0.12s
1181/13136 (epoch 2.697) train_loss=328.89788818 time/batch=0.10s
1182/13136 (epoch 2.699) train_loss=239.93365479 time/batch=0.06s
1183/13136 (epoch 2.702) train_loss=361.97009277 time/batch=0.11s
1184/13136 (epoch 2.704) train_loss=279.44073486 time/batch=0.08s
1185/13136 (epoch 2.706) train_loss=328.31756592 time/batch=0.09s
1186/13136 (epoch 2.709) train_loss=263.53988647 time/batch=0.08s
1187/13136 (epoch 2.711) train_loss=316.39581299 time/batch=0.09s
1188/13136 (epoch 2.713) train_loss=381.94738770 time/batch=0.11s
1189/13136 (epoch 2.715) train_loss=257.34207153 time/batch=0.07s
1190/13136 (epoch 2.718) train_loss=488.52755737 time/batch=0.12s
1191/13136 (epoch 2.720) train_loss=357.00302124 time/batch=0.10s
1192/13136 (epoch 2.722) train_loss=182.17758179 time/batch=0.05s
1193/13136 (epoch 2.725) train_loss=208.63479614 time/batch=0.06s
1194/13136 (epoch 2.727) train_loss=163.65367126 time/batch=0.05s
1195/13136 (epoch 2.729) train_loss=364.87722778 time/batch=0.09s
1196/13136 (epoch 2.731) train_loss=295.75238037 time/batch=0.09s
1197/13136 (epoch 2.734) train_loss=409.75173950 time/batch=0.10s
1198/13136 (epoch 2.736) train_loss=263.22354126 time/batch=0.08s
1199/13136 (epoch 2.738) train_loss=267.64248657 time/batch=0.09s
Validating
    loss:	566.677176

1200/13136 (epoch 2.741) train_loss=498.47521973 time/batch=2.01s
1201/13136 (epoch 2.743) train_loss=276.99896240 time/batch=0.08s
1202/13136 (epoch 2.745) train_loss=216.97573853 time/batch=0.06s
1203/13136 (epoch 2.747) train_loss=234.26962280 time/batch=0.07s
1204/13136 (epoch 2.750) train_loss=326.56503296 time/batch=0.09s
1205/13136 (epoch 2.752) train_loss=358.59075928 time/batch=0.10s
1206/13136 (epoch 2.754) train_loss=467.64965820 time/batch=0.12s
1207/13136 (epoch 2.756) train_loss=299.65737915 time/batch=0.10s
1208/13136 (epoch 2.759) train_loss=252.90524292 time/batch=0.07s
1209/13136 (epoch 2.761) train_loss=285.00842285 time/batch=0.07s
1210/13136 (epoch 2.763) train_loss=544.85473633 time/batch=0.13s
1211/13136 (epoch 2.766) train_loss=312.64843750 time/batch=0.10s
1212/13136 (epoch 2.768) train_loss=421.57940674 time/batch=0.11s
1213/13136 (epoch 2.770) train_loss=176.96786499 time/batch=0.06s
1214/13136 (epoch 2.772) train_loss=537.52722168 time/batch=0.13s
1215/13136 (epoch 2.775) train_loss=202.64913940 time/batch=0.05s
1216/13136 (epoch 2.777) train_loss=347.43283081 time/batch=0.09s
1217/13136 (epoch 2.779) train_loss=386.18963623 time/batch=0.11s
1218/13136 (epoch 2.782) train_loss=300.22195435 time/batch=0.08s
1219/13136 (epoch 2.784) train_loss=383.85720825 time/batch=0.10s
1220/13136 (epoch 2.786) train_loss=196.69540405 time/batch=0.06s
1221/13136 (epoch 2.788) train_loss=170.40264893 time/batch=0.06s
1222/13136 (epoch 2.791) train_loss=245.83055115 time/batch=0.06s
1223/13136 (epoch 2.793) train_loss=190.74307251 time/batch=0.07s
1224/13136 (epoch 2.795) train_loss=237.77209473 time/batch=0.07s
1225/13136 (epoch 2.798) train_loss=369.31335449 time/batch=0.10s
1226/13136 (epoch 2.800) train_loss=196.59700012 time/batch=0.07s
1227/13136 (epoch 2.802) train_loss=296.18804932 time/batch=0.07s
1228/13136 (epoch 2.804) train_loss=271.27124023 time/batch=0.09s
1229/13136 (epoch 2.807) train_loss=180.42599487 time/batch=0.06s
1230/13136 (epoch 2.809) train_loss=212.42831421 time/batch=0.04s
1231/13136 (epoch 2.811) train_loss=256.63067627 time/batch=0.07s
1232/13136 (epoch 2.814) train_loss=201.04286194 time/batch=0.06s
1233/13136 (epoch 2.816) train_loss=198.25534058 time/batch=0.06s
1234/13136 (epoch 2.818) train_loss=305.67587280 time/batch=0.08s
1235/13136 (epoch 2.820) train_loss=275.38659668 time/batch=0.08s
1236/13136 (epoch 2.823) train_loss=299.74401855 time/batch=0.07s
1237/13136 (epoch 2.825) train_loss=269.30615234 time/batch=0.08s
1238/13136 (epoch 2.827) train_loss=202.90710449 time/batch=0.06s
1239/13136 (epoch 2.830) train_loss=257.98101807 time/batch=0.07s
1240/13136 (epoch 2.832) train_loss=385.50891113 time/batch=0.10s
1241/13136 (epoch 2.834) train_loss=275.08901978 time/batch=0.07s
1242/13136 (epoch 2.836) train_loss=230.74983215 time/batch=0.07s
1243/13136 (epoch 2.839) train_loss=277.51025391 time/batch=0.07s
1244/13136 (epoch 2.841) train_loss=333.63693237 time/batch=0.09s
1245/13136 (epoch 2.843) train_loss=194.42613220 time/batch=0.07s
1246/13136 (epoch 2.846) train_loss=290.10742188 time/batch=0.08s
1247/13136 (epoch 2.848) train_loss=352.88018799 time/batch=0.10s
1248/13136 (epoch 2.850) train_loss=327.76074219 time/batch=0.10s
1249/13136 (epoch 2.852) train_loss=258.81506348 time/batch=0.06s
1250/13136 (epoch 2.855) train_loss=342.93508911 time/batch=0.10s
1251/13136 (epoch 2.857) train_loss=347.21444702 time/batch=0.10s
1252/13136 (epoch 2.859) train_loss=195.30191040 time/batch=0.05s
1253/13136 (epoch 2.862) train_loss=207.80386353 time/batch=0.04s
1254/13136 (epoch 2.864) train_loss=294.10723877 time/batch=0.08s
1255/13136 (epoch 2.866) train_loss=160.24099731 time/batch=0.06s
1256/13136 (epoch 2.868) train_loss=216.20504761 time/batch=0.05s
1257/13136 (epoch 2.871) train_loss=240.69442749 time/batch=0.06s
1258/13136 (epoch 2.873) train_loss=389.02987671 time/batch=0.11s
1259/13136 (epoch 2.875) train_loss=256.94702148 time/batch=0.08s
1260/13136 (epoch 2.878) train_loss=153.28829956 time/batch=0.05s
1261/13136 (epoch 2.880) train_loss=373.66159058 time/batch=0.10s
1262/13136 (epoch 2.882) train_loss=243.79791260 time/batch=0.07s
1263/13136 (epoch 2.884) train_loss=182.63375854 time/batch=0.06s
1264/13136 (epoch 2.887) train_loss=420.40936279 time/batch=0.10s
1265/13136 (epoch 2.889) train_loss=272.59628296 time/batch=0.08s
1266/13136 (epoch 2.891) train_loss=385.43395996 time/batch=0.10s
1267/13136 (epoch 2.894) train_loss=445.70260620 time/batch=0.13s
1268/13136 (epoch 2.896) train_loss=301.47180176 time/batch=0.09s
1269/13136 (epoch 2.898) train_loss=179.69796753 time/batch=0.06s
1270/13136 (epoch 2.900) train_loss=323.26077271 time/batch=0.07s
1271/13136 (epoch 2.903) train_loss=295.64581299 time/batch=0.09s
1272/13136 (epoch 2.905) train_loss=175.53324890 time/batch=0.05s
1273/13136 (epoch 2.907) train_loss=258.18539429 time/batch=0.07s
1274/13136 (epoch 2.910) train_loss=261.04522705 time/batch=0.08s
1275/13136 (epoch 2.912) train_loss=311.15869141 time/batch=0.09s
1276/13136 (epoch 2.914) train_loss=413.45956421 time/batch=0.12s
1277/13136 (epoch 2.916) train_loss=186.98538208 time/batch=0.07s
1278/13136 (epoch 2.919) train_loss=188.74757385 time/batch=0.06s
1279/13136 (epoch 2.921) train_loss=288.73391724 time/batch=0.08s
1280/13136 (epoch 2.923) train_loss=241.84767151 time/batch=0.08s
1281/13136 (epoch 2.925) train_loss=325.95657349 time/batch=0.10s
1282/13136 (epoch 2.928) train_loss=316.99194336 time/batch=0.09s
1283/13136 (epoch 2.930) train_loss=292.51879883 time/batch=0.08s
1284/13136 (epoch 2.932) train_loss=511.74487305 time/batch=0.12s
1285/13136 (epoch 2.935) train_loss=330.51037598 time/batch=0.11s
1286/13136 (epoch 2.937) train_loss=257.12994385 time/batch=0.08s
1287/13136 (epoch 2.939) train_loss=313.87109375 time/batch=0.08s
1288/13136 (epoch 2.941) train_loss=376.29623413 time/batch=0.10s
1289/13136 (epoch 2.944) train_loss=371.86331177 time/batch=0.10s
1290/13136 (epoch 2.946) train_loss=417.99591064 time/batch=0.09s
1291/13136 (epoch 2.948) train_loss=402.79486084 time/batch=0.09s
1292/13136 (epoch 2.951) train_loss=359.76135254 time/batch=0.10s
1293/13136 (epoch 2.953) train_loss=352.80026245 time/batch=0.08s
1294/13136 (epoch 2.955) train_loss=275.66619873 time/batch=0.08s
1295/13136 (epoch 2.957) train_loss=228.23120117 time/batch=0.07s
1296/13136 (epoch 2.960) train_loss=304.39019775 time/batch=0.09s
1297/13136 (epoch 2.962) train_loss=331.75149536 time/batch=0.10s
1298/13136 (epoch 2.964) train_loss=275.07910156 time/batch=0.08s
1299/13136 (epoch 2.967) train_loss=245.46005249 time/batch=0.07s
Validating
    loss:	556.419662

1300/13136 (epoch 2.969) train_loss=386.99383545 time/batch=2.01s
1301/13136 (epoch 2.971) train_loss=308.94360352 time/batch=0.10s
1302/13136 (epoch 2.973) train_loss=258.47927856 time/batch=0.08s
1303/13136 (epoch 2.976) train_loss=327.78634644 time/batch=0.10s
1304/13136 (epoch 2.978) train_loss=292.61251831 time/batch=0.09s
1305/13136 (epoch 2.980) train_loss=436.65304565 time/batch=0.12s
1306/13136 (epoch 2.983) train_loss=302.41162109 time/batch=0.09s
1307/13136 (epoch 2.985) train_loss=306.17510986 time/batch=0.08s
1308/13136 (epoch 2.987) train_loss=298.81915283 time/batch=0.09s
1309/13136 (epoch 2.989) train_loss=331.42974854 time/batch=0.12s
1310/13136 (epoch 2.992) train_loss=324.36129761 time/batch=0.09s
1311/13136 (epoch 2.994) train_loss=321.47821045 time/batch=0.09s
1312/13136 (epoch 2.996) train_loss=707.17553711 time/batch=0.18s
1313/13136 (epoch 2.999) train_loss=147.41557312 time/batch=0.04s
1314/13136 (epoch 3.001) train_loss=1404.13183594 time/batch=0.27s
1315/13136 (epoch 3.003) train_loss=1902.73925781 time/batch=0.38s
1316/13136 (epoch 3.005) train_loss=475.56542969 time/batch=0.12s
1317/13136 (epoch 3.008) train_loss=1397.84448242 time/batch=0.27s
1318/13136 (epoch 3.010) train_loss=401.73779297 time/batch=0.12s
1319/13136 (epoch 3.012) train_loss=3122.79663086 time/batch=0.56s
1320/13136 (epoch 3.015) train_loss=474.58825684 time/batch=0.14s
1321/13136 (epoch 3.017) train_loss=265.00051880 time/batch=0.07s
1322/13136 (epoch 3.019) train_loss=362.99499512 time/batch=0.10s
1323/13136 (epoch 3.021) train_loss=2404.65917969 time/batch=0.50s
1324/13136 (epoch 3.024) train_loss=1274.78991699 time/batch=0.30s
1325/13136 (epoch 3.026) train_loss=8233.10351562 time/batch=2.23s
1326/13136 (epoch 3.028) train_loss=696.81353760 time/batch=0.25s
1327/13136 (epoch 3.031) train_loss=588.78564453 time/batch=0.14s
1328/13136 (epoch 3.033) train_loss=547.12121582 time/batch=0.15s
1329/13136 (epoch 3.035) train_loss=497.97186279 time/batch=0.14s
1330/13136 (epoch 3.037) train_loss=1408.12634277 time/batch=0.33s
1331/13136 (epoch 3.040) train_loss=453.74465942 time/batch=0.13s
1332/13136 (epoch 3.042) train_loss=216.84387207 time/batch=0.06s
1333/13136 (epoch 3.044) train_loss=590.15100098 time/batch=0.17s
1334/13136 (epoch 3.047) train_loss=180.58045959 time/batch=0.06s
1335/13136 (epoch 3.049) train_loss=106.12960052 time/batch=0.03s
1336/13136 (epoch 3.051) train_loss=2833.67993164 time/batch=0.56s
1337/13136 (epoch 3.053) train_loss=989.52966309 time/batch=0.23s
1338/13136 (epoch 3.056) train_loss=3056.78369141 time/batch=0.62s
1339/13136 (epoch 3.058) train_loss=1188.76965332 time/batch=0.25s
1340/13136 (epoch 3.060) train_loss=374.96783447 time/batch=0.11s
1341/13136 (epoch 3.063) train_loss=709.55761719 time/batch=0.16s
1342/13136 (epoch 3.065) train_loss=329.24359131 time/batch=0.09s
1343/13136 (epoch 3.067) train_loss=211.72987366 time/batch=0.07s
1344/13136 (epoch 3.069) train_loss=376.44030762 time/batch=0.11s
1345/13136 (epoch 3.072) train_loss=7092.69335938 time/batch=1.89s
1346/13136 (epoch 3.074) train_loss=313.74588013 time/batch=0.15s
1347/13136 (epoch 3.076) train_loss=2220.92065430 time/batch=0.42s
1348/13136 (epoch 3.079) train_loss=357.13143921 time/batch=0.11s
1349/13136 (epoch 3.081) train_loss=1528.03698730 time/batch=0.29s
1350/13136 (epoch 3.083) train_loss=368.39703369 time/batch=0.10s
1351/13136 (epoch 3.085) train_loss=767.70886230 time/batch=0.19s
1352/13136 (epoch 3.088) train_loss=882.19378662 time/batch=0.20s
1353/13136 (epoch 3.090) train_loss=333.89352417 time/batch=0.10s
1354/13136 (epoch 3.092) train_loss=1664.36071777 time/batch=0.37s
1355/13136 (epoch 3.094) train_loss=282.17694092 time/batch=0.08s
1356/13136 (epoch 3.097) train_loss=656.46246338 time/batch=0.17s
1357/13136 (epoch 3.099) train_loss=350.06134033 time/batch=0.11s
1358/13136 (epoch 3.101) train_loss=275.47683716 time/batch=0.08s
1359/13136 (epoch 3.104) train_loss=4845.01562500 time/batch=0.82s
1360/13136 (epoch 3.106) train_loss=2033.13110352 time/batch=0.42s
1361/13136 (epoch 3.108) train_loss=159.34576416 time/batch=0.05s
1362/13136 (epoch 3.110) train_loss=731.43676758 time/batch=0.18s
1363/13136 (epoch 3.113) train_loss=766.83886719 time/batch=0.20s
1364/13136 (epoch 3.115) train_loss=834.37182617 time/batch=0.23s
1365/13136 (epoch 3.117) train_loss=408.33483887 time/batch=0.13s
1366/13136 (epoch 3.120) train_loss=547.14453125 time/batch=0.12s
1367/13136 (epoch 3.122) train_loss=90.40826416 time/batch=0.04s
1368/13136 (epoch 3.124) train_loss=265.05285645 time/batch=0.06s
1369/13136 (epoch 3.126) train_loss=241.08059692 time/batch=0.08s
1370/13136 (epoch 3.129) train_loss=722.45227051 time/batch=0.19s
1371/13136 (epoch 3.131) train_loss=836.61810303 time/batch=0.21s
1372/13136 (epoch 3.133) train_loss=699.47192383 time/batch=0.18s
1373/13136 (epoch 3.136) train_loss=1628.36450195 time/batch=0.33s
1374/13136 (epoch 3.138) train_loss=272.55694580 time/batch=0.07s
1375/13136 (epoch 3.140) train_loss=361.10412598 time/batch=0.11s
1376/13136 (epoch 3.142) train_loss=380.87542725 time/batch=0.12s
1377/13136 (epoch 3.145) train_loss=640.77911377 time/batch=0.17s
1378/13136 (epoch 3.147) train_loss=196.99732971 time/batch=0.06s
1379/13136 (epoch 3.149) train_loss=1123.49230957 time/batch=0.25s
1380/13136 (epoch 3.152) train_loss=682.57934570 time/batch=0.18s
1381/13136 (epoch 3.154) train_loss=310.90936279 time/batch=0.10s
1382/13136 (epoch 3.156) train_loss=269.56475830 time/batch=0.07s
1383/13136 (epoch 3.158) train_loss=430.32891846 time/batch=0.10s
1384/13136 (epoch 3.161) train_loss=1405.29479980 time/batch=0.28s
1385/13136 (epoch 3.163) train_loss=513.53289795 time/batch=0.15s
1386/13136 (epoch 3.165) train_loss=442.77127075 time/batch=0.12s
1387/13136 (epoch 3.168) train_loss=754.76721191 time/batch=0.21s
1388/13136 (epoch 3.170) train_loss=467.05426025 time/batch=0.13s
1389/13136 (epoch 3.172) train_loss=530.41687012 time/batch=0.15s
1390/13136 (epoch 3.174) train_loss=3092.76562500 time/batch=0.65s
1391/13136 (epoch 3.177) train_loss=274.21826172 time/batch=0.10s
1392/13136 (epoch 3.179) train_loss=2599.79345703 time/batch=0.67s
1393/13136 (epoch 3.181) train_loss=415.15679932 time/batch=0.14s
1394/13136 (epoch 3.184) train_loss=1407.73022461 time/batch=0.29s
1395/13136 (epoch 3.186) train_loss=1105.19189453 time/batch=0.23s
1396/13136 (epoch 3.188) train_loss=504.43029785 time/batch=0.16s
1397/13136 (epoch 3.190) train_loss=1896.80432129 time/batch=0.40s
1398/13136 (epoch 3.193) train_loss=306.53256226 time/batch=0.09s
1399/13136 (epoch 3.195) train_loss=1149.86645508 time/batch=0.30s
Validating
    loss:	540.817906

1400/13136 (epoch 3.197) train_loss=347.15881348 time/batch=2.03s
1401/13136 (epoch 3.200) train_loss=600.60986328 time/batch=0.15s
1402/13136 (epoch 3.202) train_loss=522.79052734 time/batch=0.14s
1403/13136 (epoch 3.204) train_loss=1069.49755859 time/batch=0.24s
1404/13136 (epoch 3.206) train_loss=202.52478027 time/batch=0.06s
1405/13136 (epoch 3.209) train_loss=632.36352539 time/batch=0.15s
1406/13136 (epoch 3.211) train_loss=194.76199341 time/batch=0.06s
1407/13136 (epoch 3.213) train_loss=177.51255798 time/batch=0.05s
1408/13136 (epoch 3.216) train_loss=420.00079346 time/batch=0.11s
1409/13136 (epoch 3.218) train_loss=1793.53686523 time/batch=0.32s
1410/13136 (epoch 3.220) train_loss=1184.15161133 time/batch=0.33s
1411/13136 (epoch 3.222) train_loss=560.62438965 time/batch=0.16s
1412/13136 (epoch 3.225) train_loss=787.07263184 time/batch=0.19s
1413/13136 (epoch 3.227) train_loss=188.73171997 time/batch=0.07s
1414/13136 (epoch 3.229) train_loss=569.26214600 time/batch=0.15s
1415/13136 (epoch 3.232) train_loss=165.61315918 time/batch=0.05s
1416/13136 (epoch 3.234) train_loss=262.96340942 time/batch=0.08s
1417/13136 (epoch 3.236) train_loss=305.18164062 time/batch=0.08s
1418/13136 (epoch 3.238) train_loss=475.20254517 time/batch=0.13s
1419/13136 (epoch 3.241) train_loss=238.95401001 time/batch=0.08s
1420/13136 (epoch 3.243) train_loss=409.97592163 time/batch=0.12s
1421/13136 (epoch 3.245) train_loss=197.61846924 time/batch=0.07s
1422/13136 (epoch 3.248) train_loss=497.34216309 time/batch=0.14s
1423/13136 (epoch 3.250) train_loss=241.95983887 time/batch=0.07s
1424/13136 (epoch 3.252) train_loss=153.21174622 time/batch=0.04s
1425/13136 (epoch 3.254) train_loss=865.75000000 time/batch=0.22s
1426/13136 (epoch 3.257) train_loss=530.23645020 time/batch=0.17s
1427/13136 (epoch 3.259) train_loss=382.23519897 time/batch=0.11s
1428/13136 (epoch 3.261) train_loss=356.58590698 time/batch=0.10s
1429/13136 (epoch 3.263) train_loss=487.94369507 time/batch=0.12s
1430/13136 (epoch 3.266) train_loss=402.33142090 time/batch=0.12s
1431/13136 (epoch 3.268) train_loss=378.86572266 time/batch=0.11s
1432/13136 (epoch 3.270) train_loss=254.98397827 time/batch=0.07s
1433/13136 (epoch 3.273) train_loss=338.75378418 time/batch=0.10s
1434/13136 (epoch 3.275) train_loss=253.13143921 time/batch=0.07s
1435/13136 (epoch 3.277) train_loss=276.78170776 time/batch=0.09s
1436/13136 (epoch 3.279) train_loss=378.65206909 time/batch=0.10s
1437/13136 (epoch 3.282) train_loss=174.86364746 time/batch=0.06s
1438/13136 (epoch 3.284) train_loss=636.77441406 time/batch=0.17s
1439/13136 (epoch 3.286) train_loss=249.73605347 time/batch=0.08s
1440/13136 (epoch 3.289) train_loss=169.32019043 time/batch=0.04s
1441/13136 (epoch 3.291) train_loss=301.79553223 time/batch=0.09s
1442/13136 (epoch 3.293) train_loss=269.14883423 time/batch=0.07s
1443/13136 (epoch 3.295) train_loss=163.79080200 time/batch=0.06s
1444/13136 (epoch 3.298) train_loss=501.36633301 time/batch=0.14s
1445/13136 (epoch 3.300) train_loss=889.26409912 time/batch=0.21s
1446/13136 (epoch 3.302) train_loss=636.29028320 time/batch=0.16s
1447/13136 (epoch 3.305) train_loss=521.97497559 time/batch=0.14s
1448/13136 (epoch 3.307) train_loss=425.87329102 time/batch=0.12s
1449/13136 (epoch 3.309) train_loss=364.13574219 time/batch=0.10s
1450/13136 (epoch 3.311) train_loss=130.10559082 time/batch=0.03s
1451/13136 (epoch 3.314) train_loss=236.09707642 time/batch=0.06s
1452/13136 (epoch 3.316) train_loss=428.72491455 time/batch=0.12s
1453/13136 (epoch 3.318) train_loss=533.89453125 time/batch=0.15s
1454/13136 (epoch 3.321) train_loss=342.40423584 time/batch=0.10s
1455/13136 (epoch 3.323) train_loss=463.29092407 time/batch=0.14s
1456/13136 (epoch 3.325) train_loss=225.98147583 time/batch=0.06s
1457/13136 (epoch 3.327) train_loss=168.25323486 time/batch=0.05s
1458/13136 (epoch 3.330) train_loss=230.68542480 time/batch=0.07s
1459/13136 (epoch 3.332) train_loss=428.49432373 time/batch=0.12s
1460/13136 (epoch 3.334) train_loss=537.91040039 time/batch=0.15s
1461/13136 (epoch 3.337) train_loss=347.91360474 time/batch=0.10s
1462/13136 (epoch 3.339) train_loss=417.22470093 time/batch=0.10s
1463/13136 (epoch 3.341) train_loss=461.27557373 time/batch=0.13s
1464/13136 (epoch 3.343) train_loss=441.89282227 time/batch=0.13s
1465/13136 (epoch 3.346) train_loss=279.22088623 time/batch=0.08s
1466/13136 (epoch 3.348) train_loss=315.83105469 time/batch=0.10s
1467/13136 (epoch 3.350) train_loss=279.06820679 time/batch=0.08s
1468/13136 (epoch 3.353) train_loss=356.09948730 time/batch=0.11s
1469/13136 (epoch 3.355) train_loss=792.55004883 time/batch=0.21s
1470/13136 (epoch 3.357) train_loss=159.64538574 time/batch=0.05s
1471/13136 (epoch 3.359) train_loss=397.09420776 time/batch=0.11s
1472/13136 (epoch 3.362) train_loss=472.69638062 time/batch=0.12s
1473/13136 (epoch 3.364) train_loss=289.25103760 time/batch=0.09s
1474/13136 (epoch 3.366) train_loss=170.65534973 time/batch=0.05s
1475/13136 (epoch 3.369) train_loss=222.83198547 time/batch=0.05s
1476/13136 (epoch 3.371) train_loss=245.61813354 time/batch=0.09s
1477/13136 (epoch 3.373) train_loss=285.40795898 time/batch=0.07s
1478/13136 (epoch 3.375) train_loss=727.08526611 time/batch=0.17s
1479/13136 (epoch 3.378) train_loss=724.56665039 time/batch=0.18s
1480/13136 (epoch 3.380) train_loss=266.57409668 time/batch=0.08s
1481/13136 (epoch 3.382) train_loss=486.66641235 time/batch=0.12s
1482/13136 (epoch 3.385) train_loss=191.57669067 time/batch=0.05s
1483/13136 (epoch 3.387) train_loss=176.21536255 time/batch=0.06s
1484/13136 (epoch 3.389) train_loss=452.62231445 time/batch=0.12s
1485/13136 (epoch 3.391) train_loss=229.47198486 time/batch=0.06s
1486/13136 (epoch 3.394) train_loss=338.47259521 time/batch=0.09s
1487/13136 (epoch 3.396) train_loss=303.49743652 time/batch=0.10s
1488/13136 (epoch 3.398) train_loss=304.72485352 time/batch=0.09s
1489/13136 (epoch 3.401) train_loss=402.62414551 time/batch=0.11s
1490/13136 (epoch 3.403) train_loss=485.24987793 time/batch=0.14s
1491/13136 (epoch 3.405) train_loss=301.20968628 time/batch=0.09s
1492/13136 (epoch 3.407) train_loss=203.00021362 time/batch=0.05s
1493/13136 (epoch 3.410) train_loss=193.83511353 time/batch=0.06s
1494/13136 (epoch 3.412) train_loss=476.80767822 time/batch=0.13s
1495/13136 (epoch 3.414) train_loss=457.88330078 time/batch=0.12s
1496/13136 (epoch 3.417) train_loss=176.18182373 time/batch=0.05s
1497/13136 (epoch 3.419) train_loss=194.00552368 time/batch=0.07s
1498/13136 (epoch 3.421) train_loss=362.48522949 time/batch=0.10s
1499/13136 (epoch 3.423) train_loss=515.62164307 time/batch=0.15s
Validating
    loss:	542.086795

1500/13136 (epoch 3.426) train_loss=329.79403687 time/batch=1.84s
1501/13136 (epoch 3.428) train_loss=284.42047119 time/batch=0.08s
1502/13136 (epoch 3.430) train_loss=327.32427979 time/batch=0.10s
1503/13136 (epoch 3.432) train_loss=180.66560364 time/batch=0.05s
1504/13136 (epoch 3.435) train_loss=201.01858521 time/batch=0.05s
1505/13136 (epoch 3.437) train_loss=156.13394165 time/batch=0.05s
1506/13136 (epoch 3.439) train_loss=428.62322998 time/batch=0.12s
1507/13136 (epoch 3.442) train_loss=335.37329102 time/batch=0.09s
1508/13136 (epoch 3.444) train_loss=597.17810059 time/batch=0.17s
1509/13136 (epoch 3.446) train_loss=238.88586426 time/batch=0.07s
1510/13136 (epoch 3.448) train_loss=194.15336609 time/batch=0.06s
1511/13136 (epoch 3.451) train_loss=146.28253174 time/batch=0.04s
1512/13136 (epoch 3.453) train_loss=532.59301758 time/batch=0.15s
1513/13136 (epoch 3.455) train_loss=742.35528564 time/batch=0.22s
1514/13136 (epoch 3.458) train_loss=212.29943848 time/batch=0.07s
1515/13136 (epoch 3.460) train_loss=331.87628174 time/batch=0.10s
1516/13136 (epoch 3.462) train_loss=404.08532715 time/batch=0.11s
1517/13136 (epoch 3.464) train_loss=227.26748657 time/batch=0.07s
1518/13136 (epoch 3.467) train_loss=176.93475342 time/batch=0.06s
1519/13136 (epoch 3.469) train_loss=511.25421143 time/batch=0.14s
1520/13136 (epoch 3.471) train_loss=175.89297485 time/batch=0.07s
1521/13136 (epoch 3.474) train_loss=363.59683228 time/batch=0.09s
1522/13136 (epoch 3.476) train_loss=416.50634766 time/batch=0.12s
1523/13136 (epoch 3.478) train_loss=151.30444336 time/batch=0.05s
1524/13136 (epoch 3.480) train_loss=405.58969116 time/batch=0.11s
1525/13136 (epoch 3.483) train_loss=397.54733276 time/batch=0.12s
1526/13136 (epoch 3.485) train_loss=200.27757263 time/batch=0.07s
1527/13136 (epoch 3.487) train_loss=218.12973022 time/batch=0.06s
1528/13136 (epoch 3.490) train_loss=373.84655762 time/batch=0.11s
1529/13136 (epoch 3.492) train_loss=418.08117676 time/batch=0.12s
1530/13136 (epoch 3.494) train_loss=381.19244385 time/batch=0.12s
1531/13136 (epoch 3.496) train_loss=300.92633057 time/batch=0.09s
1532/13136 (epoch 3.499) train_loss=228.93775940 time/batch=0.07s
1533/13136 (epoch 3.501) train_loss=398.81744385 time/batch=0.12s
1534/13136 (epoch 3.503) train_loss=252.78179932 time/batch=0.07s
1535/13136 (epoch 3.506) train_loss=305.87066650 time/batch=0.09s
1536/13136 (epoch 3.508) train_loss=562.18945312 time/batch=0.16s
1537/13136 (epoch 3.510) train_loss=347.04129028 time/batch=0.12s
1538/13136 (epoch 3.512) train_loss=236.33721924 time/batch=0.06s
1539/13136 (epoch 3.515) train_loss=316.60717773 time/batch=0.09s
1540/13136 (epoch 3.517) train_loss=633.85278320 time/batch=0.17s
1541/13136 (epoch 3.519) train_loss=429.05807495 time/batch=0.12s
1542/13136 (epoch 3.522) train_loss=221.94732666 time/batch=0.07s
1543/13136 (epoch 3.524) train_loss=593.44439697 time/batch=0.18s
1544/13136 (epoch 3.526) train_loss=373.14675903 time/batch=0.11s
1545/13136 (epoch 3.528) train_loss=184.67910767 time/batch=0.06s
1546/13136 (epoch 3.531) train_loss=205.62994385 time/batch=0.07s
1547/13136 (epoch 3.533) train_loss=352.06225586 time/batch=0.10s
1548/13136 (epoch 3.535) train_loss=228.85076904 time/batch=0.07s
1549/13136 (epoch 3.538) train_loss=462.49291992 time/batch=0.13s
1550/13136 (epoch 3.540) train_loss=205.84466553 time/batch=0.07s
1551/13136 (epoch 3.542) train_loss=264.03222656 time/batch=0.08s
1552/13136 (epoch 3.544) train_loss=347.07171631 time/batch=0.11s
1553/13136 (epoch 3.547) train_loss=252.78063965 time/batch=0.08s
1554/13136 (epoch 3.549) train_loss=279.21972656 time/batch=0.08s
