vocabulary size: 4191
n tunes: 3689
n train tunes: 3505.0
n validation tunes: 184.0
13776/43812 (epoch 31.443) train_loss=273.89971924 time/batch=0.14s
13777/43812 (epoch 31.445) train_loss=188.34631348 time/batch=0.12s
13778/43812 (epoch 31.448) train_loss=343.86517334 time/batch=0.17s
13779/43812 (epoch 31.450) train_loss=139.32475281 time/batch=0.07s
13780/43812 (epoch 31.452) train_loss=229.73036194 time/batch=0.12s
13781/43812 (epoch 31.454) train_loss=208.68592834 time/batch=0.11s
13782/43812 (epoch 31.457) train_loss=368.28076172 time/batch=0.15s
13783/43812 (epoch 31.459) train_loss=219.19018555 time/batch=0.13s
13784/43812 (epoch 31.461) train_loss=115.92713928 time/batch=0.06s
13785/43812 (epoch 31.464) train_loss=318.96270752 time/batch=0.15s
13786/43812 (epoch 31.466) train_loss=99.08801270 time/batch=0.07s
13787/43812 (epoch 31.468) train_loss=152.93411255 time/batch=0.07s
13788/43812 (epoch 31.470) train_loss=232.14143372 time/batch=0.11s
13789/43812 (epoch 31.473) train_loss=94.14057922 time/batch=0.06s
13790/43812 (epoch 31.475) train_loss=122.45081329 time/batch=0.07s
13791/43812 (epoch 31.477) train_loss=145.34527588 time/batch=0.07s
13792/43812 (epoch 31.480) train_loss=135.52923584 time/batch=0.07s
13793/43812 (epoch 31.482) train_loss=142.48170471 time/batch=0.08s
13794/43812 (epoch 31.484) train_loss=144.82762146 time/batch=0.09s
13795/43812 (epoch 31.486) train_loss=151.29089355 time/batch=0.07s
13796/43812 (epoch 31.489) train_loss=120.41255188 time/batch=0.07s
13797/43812 (epoch 31.491) train_loss=129.31271362 time/batch=0.08s
13798/43812 (epoch 31.493) train_loss=203.64962769 time/batch=0.11s
13799/43812 (epoch 31.496) train_loss=103.04322815 time/batch=0.05s
Validating
    loss:	324.930082

13800/43812 (epoch 31.498) train_loss=142.75476074 time/batch=2.58s
13801/43812 (epoch 31.500) train_loss=168.72561646 time/batch=0.10s
13802/43812 (epoch 31.502) train_loss=144.18975830 time/batch=0.07s
13803/43812 (epoch 31.505) train_loss=96.59571838 time/batch=0.05s
13804/43812 (epoch 31.507) train_loss=277.33447266 time/batch=0.15s
13805/43812 (epoch 31.509) train_loss=207.14314270 time/batch=0.10s
13806/43812 (epoch 31.512) train_loss=295.08264160 time/batch=0.15s
13807/43812 (epoch 31.514) train_loss=136.25289917 time/batch=0.08s
13808/43812 (epoch 31.516) train_loss=262.11920166 time/batch=0.15s
13809/43812 (epoch 31.518) train_loss=273.03512573 time/batch=0.16s
13810/43812 (epoch 31.521) train_loss=222.54550171 time/batch=0.12s
13811/43812 (epoch 31.523) train_loss=246.91036987 time/batch=0.13s
13812/43812 (epoch 31.525) train_loss=113.86274719 time/batch=0.06s
13813/43812 (epoch 31.528) train_loss=105.21224976 time/batch=0.06s
13814/43812 (epoch 31.530) train_loss=125.60449219 time/batch=0.07s
13815/43812 (epoch 31.532) train_loss=248.86605835 time/batch=0.14s
13816/43812 (epoch 31.534) train_loss=357.86285400 time/batch=0.17s
13817/43812 (epoch 31.537) train_loss=149.88670349 time/batch=0.09s
13818/43812 (epoch 31.539) train_loss=213.29895020 time/batch=0.13s
13819/43812 (epoch 31.541) train_loss=187.97798157 time/batch=0.09s
13820/43812 (epoch 31.544) train_loss=198.60984802 time/batch=0.10s
13821/43812 (epoch 31.546) train_loss=113.04997253 time/batch=0.05s
13822/43812 (epoch 31.548) train_loss=227.46450806 time/batch=0.13s
13823/43812 (epoch 31.550) train_loss=117.33877563 time/batch=0.06s
13824/43812 (epoch 31.553) train_loss=270.85821533 time/batch=0.11s
13825/43812 (epoch 31.555) train_loss=181.67146301 time/batch=0.12s
13826/43812 (epoch 31.557) train_loss=125.47427368 time/batch=0.07s
13827/43812 (epoch 31.559) train_loss=194.25082397 time/batch=0.11s
13828/43812 (epoch 31.562) train_loss=131.51321411 time/batch=0.08s
13829/43812 (epoch 31.564) train_loss=88.70463562 time/batch=0.05s
13830/43812 (epoch 31.566) train_loss=134.21099854 time/batch=0.06s
13831/43812 (epoch 31.569) train_loss=106.13743591 time/batch=0.08s
13832/43812 (epoch 31.571) train_loss=217.47512817 time/batch=0.09s
13833/43812 (epoch 31.573) train_loss=96.96563721 time/batch=0.07s
13834/43812 (epoch 31.575) train_loss=167.59475708 time/batch=0.09s
13835/43812 (epoch 31.578) train_loss=197.46200562 time/batch=0.09s
13836/43812 (epoch 31.580) train_loss=103.49514771 time/batch=0.06s
13837/43812 (epoch 31.582) train_loss=214.31137085 time/batch=0.12s
13838/43812 (epoch 31.585) train_loss=253.34310913 time/batch=0.16s
13839/43812 (epoch 31.587) train_loss=99.91256714 time/batch=0.06s
13840/43812 (epoch 31.589) train_loss=80.99575043 time/batch=0.04s
13841/43812 (epoch 31.591) train_loss=121.43011475 time/batch=0.07s
13842/43812 (epoch 31.594) train_loss=181.43161011 time/batch=0.11s
13843/43812 (epoch 31.596) train_loss=137.73318481 time/batch=0.07s
13844/43812 (epoch 31.598) train_loss=99.49470520 time/batch=0.06s
13845/43812 (epoch 31.601) train_loss=213.17729187 time/batch=0.11s
13846/43812 (epoch 31.603) train_loss=115.51322937 time/batch=0.06s
13847/43812 (epoch 31.605) train_loss=212.80595398 time/batch=0.13s
13848/43812 (epoch 31.607) train_loss=199.52294922 time/batch=0.10s
13849/43812 (epoch 31.610) train_loss=154.41888428 time/batch=0.09s
13850/43812 (epoch 31.612) train_loss=195.77130127 time/batch=0.11s
13851/43812 (epoch 31.614) train_loss=226.51033020 time/batch=0.13s
13852/43812 (epoch 31.617) train_loss=145.36424255 time/batch=0.08s
13853/43812 (epoch 31.619) train_loss=335.74377441 time/batch=0.17s
13854/43812 (epoch 31.621) train_loss=180.75927734 time/batch=0.10s
13855/43812 (epoch 31.623) train_loss=232.43673706 time/batch=0.10s
13856/43812 (epoch 31.626) train_loss=141.14331055 time/batch=0.07s
13857/43812 (epoch 31.628) train_loss=175.41534424 time/batch=0.09s
13858/43812 (epoch 31.630) train_loss=143.74057007 time/batch=0.07s
13859/43812 (epoch 31.633) train_loss=167.52090454 time/batch=0.10s
13860/43812 (epoch 31.635) train_loss=239.72354126 time/batch=0.10s
13861/43812 (epoch 31.637) train_loss=151.99743652 time/batch=0.09s
13862/43812 (epoch 31.639) train_loss=175.71353149 time/batch=0.10s
13863/43812 (epoch 31.642) train_loss=115.83634949 time/batch=0.06s
13864/43812 (epoch 31.644) train_loss=212.93067932 time/batch=0.11s
13865/43812 (epoch 31.646) train_loss=176.86721802 time/batch=0.10s
13866/43812 (epoch 31.649) train_loss=136.35278320 time/batch=0.08s
13867/43812 (epoch 31.651) train_loss=138.43145752 time/batch=0.08s
13868/43812 (epoch 31.653) train_loss=228.62985229 time/batch=0.10s
13869/43812 (epoch 31.655) train_loss=95.09127808 time/batch=0.05s
13870/43812 (epoch 31.658) train_loss=180.22091675 time/batch=0.11s
13871/43812 (epoch 31.660) train_loss=241.95883179 time/batch=0.12s
13872/43812 (epoch 31.662) train_loss=231.29968262 time/batch=0.12s
13873/43812 (epoch 31.664) train_loss=128.32315063 time/batch=0.07s
13874/43812 (epoch 31.667) train_loss=180.54489136 time/batch=0.09s
13875/43812 (epoch 31.669) train_loss=141.71321106 time/batch=0.08s
13876/43812 (epoch 31.671) train_loss=229.83740234 time/batch=0.11s
13877/43812 (epoch 31.674) train_loss=137.15596008 time/batch=0.09s
13878/43812 (epoch 31.676) train_loss=140.64767456 time/batch=0.08s
13879/43812 (epoch 31.678) train_loss=174.77751160 time/batch=0.11s
13880/43812 (epoch 31.680) train_loss=104.28569794 time/batch=0.06s
13881/43812 (epoch 31.683) train_loss=195.71318054 time/batch=0.11s
13882/43812 (epoch 31.685) train_loss=226.97993469 time/batch=0.13s
13883/43812 (epoch 31.687) train_loss=160.66201782 time/batch=0.08s
13884/43812 (epoch 31.690) train_loss=410.07388306 time/batch=0.17s
13885/43812 (epoch 31.692) train_loss=133.83432007 time/batch=0.06s
13886/43812 (epoch 31.694) train_loss=231.06713867 time/batch=0.13s
13887/43812 (epoch 31.696) train_loss=177.28147888 time/batch=0.10s
13888/43812 (epoch 31.699) train_loss=97.20876312 time/batch=0.06s
13889/43812 (epoch 31.701) train_loss=105.07041931 time/batch=0.05s
13890/43812 (epoch 31.703) train_loss=145.48666382 time/batch=0.08s
13891/43812 (epoch 31.706) train_loss=149.68188477 time/batch=0.09s
13892/43812 (epoch 31.708) train_loss=186.58583069 time/batch=0.10s
13893/43812 (epoch 31.710) train_loss=300.47497559 time/batch=0.16s
13894/43812 (epoch 31.712) train_loss=153.99687195 time/batch=0.08s
13895/43812 (epoch 31.715) train_loss=143.12564087 time/batch=0.07s
13896/43812 (epoch 31.717) train_loss=343.52246094 time/batch=0.18s
13897/43812 (epoch 31.719) train_loss=142.04864502 time/batch=0.08s
13898/43812 (epoch 31.722) train_loss=180.96769714 time/batch=0.11s
13899/43812 (epoch 31.724) train_loss=173.81213379 time/batch=0.07s
Validating
    loss:	324.592968

13900/43812 (epoch 31.726) train_loss=249.54681396 time/batch=2.32s
13901/43812 (epoch 31.728) train_loss=212.49380493 time/batch=0.13s
13902/43812 (epoch 31.731) train_loss=268.05819702 time/batch=0.15s
13903/43812 (epoch 31.733) train_loss=178.78009033 time/batch=0.11s
13904/43812 (epoch 31.735) train_loss=166.94865417 time/batch=0.09s
13905/43812 (epoch 31.738) train_loss=103.13122559 time/batch=0.06s
13906/43812 (epoch 31.740) train_loss=170.82165527 time/batch=0.09s
13907/43812 (epoch 31.742) train_loss=152.07595825 time/batch=0.10s
13908/43812 (epoch 31.744) train_loss=207.61083984 time/batch=0.10s
13909/43812 (epoch 31.747) train_loss=209.93231201 time/batch=0.11s
13910/43812 (epoch 31.749) train_loss=150.79040527 time/batch=0.07s
13911/43812 (epoch 31.751) train_loss=136.22193909 time/batch=0.09s
13912/43812 (epoch 31.753) train_loss=143.61535645 time/batch=0.07s
13913/43812 (epoch 31.756) train_loss=153.53466797 time/batch=0.07s
13914/43812 (epoch 31.758) train_loss=218.07589722 time/batch=0.10s
13915/43812 (epoch 31.760) train_loss=196.64636230 time/batch=0.12s
13916/43812 (epoch 31.763) train_loss=119.48361206 time/batch=0.06s
13917/43812 (epoch 31.765) train_loss=172.64967346 time/batch=0.08s
13918/43812 (epoch 31.767) train_loss=131.43183899 time/batch=0.08s
13919/43812 (epoch 31.769) train_loss=9.85222435 time/batch=0.03s
13920/43812 (epoch 31.772) train_loss=237.45861816 time/batch=0.09s
13921/43812 (epoch 31.774) train_loss=244.53721619 time/batch=0.12s
13922/43812 (epoch 31.776) train_loss=151.06597900 time/batch=0.08s
13923/43812 (epoch 31.779) train_loss=166.73397827 time/batch=0.08s
13924/43812 (epoch 31.781) train_loss=231.49479675 time/batch=0.11s
13925/43812 (epoch 31.783) train_loss=227.33662415 time/batch=0.11s
13926/43812 (epoch 31.785) train_loss=136.38677979 time/batch=0.08s
13927/43812 (epoch 31.788) train_loss=180.25614929 time/batch=0.08s
13928/43812 (epoch 31.790) train_loss=205.05973816 time/batch=0.10s
13929/43812 (epoch 31.792) train_loss=132.74401855 time/batch=0.07s
13930/43812 (epoch 31.795) train_loss=124.73342133 time/batch=0.08s
13931/43812 (epoch 31.797) train_loss=146.06814575 time/batch=0.07s
13932/43812 (epoch 31.799) train_loss=130.05325317 time/batch=0.08s
13933/43812 (epoch 31.801) train_loss=170.05795288 time/batch=0.08s
13934/43812 (epoch 31.804) train_loss=301.29541016 time/batch=0.16s
13935/43812 (epoch 31.806) train_loss=119.50084686 time/batch=0.07s
13936/43812 (epoch 31.808) train_loss=149.28088379 time/batch=0.08s
13937/43812 (epoch 31.811) train_loss=202.17710876 time/batch=0.11s
13938/43812 (epoch 31.813) train_loss=165.86785889 time/batch=0.10s
13939/43812 (epoch 31.815) train_loss=141.36317444 time/batch=0.07s
13940/43812 (epoch 31.817) train_loss=113.40164185 time/batch=0.07s
13941/43812 (epoch 31.820) train_loss=217.27420044 time/batch=0.11s
13942/43812 (epoch 31.822) train_loss=175.13131714 time/batch=0.10s
13943/43812 (epoch 31.824) train_loss=150.45428467 time/batch=0.09s
13944/43812 (epoch 31.827) train_loss=141.92166138 time/batch=0.08s
13945/43812 (epoch 31.829) train_loss=244.60357666 time/batch=0.13s
13946/43812 (epoch 31.831) train_loss=182.72622681 time/batch=0.10s
13947/43812 (epoch 31.833) train_loss=139.36865234 time/batch=0.08s
13948/43812 (epoch 31.836) train_loss=144.71829224 time/batch=0.08s
13949/43812 (epoch 31.838) train_loss=104.69242859 time/batch=0.07s
13950/43812 (epoch 31.840) train_loss=164.04241943 time/batch=0.08s
13951/43812 (epoch 31.843) train_loss=131.91784668 time/batch=0.07s
13952/43812 (epoch 31.845) train_loss=171.02531433 time/batch=0.08s
13953/43812 (epoch 31.847) train_loss=107.82699585 time/batch=0.06s
13954/43812 (epoch 31.849) train_loss=159.02056885 time/batch=0.08s
13955/43812 (epoch 31.852) train_loss=188.05773926 time/batch=0.12s
13956/43812 (epoch 31.854) train_loss=241.48855591 time/batch=0.11s
13957/43812 (epoch 31.856) train_loss=119.93699646 time/batch=0.07s
13958/43812 (epoch 31.858) train_loss=185.43359375 time/batch=0.11s
13959/43812 (epoch 31.861) train_loss=10.64315891 time/batch=0.02s
13960/43812 (epoch 31.863) train_loss=210.67225647 time/batch=0.10s
13961/43812 (epoch 31.865) train_loss=131.07153320 time/batch=0.08s
13962/43812 (epoch 31.868) train_loss=147.01229858 time/batch=0.08s
13963/43812 (epoch 31.870) train_loss=144.98777771 time/batch=0.07s
13964/43812 (epoch 31.872) train_loss=162.17544556 time/batch=0.07s
13965/43812 (epoch 31.874) train_loss=179.12873840 time/batch=0.09s
13966/43812 (epoch 31.877) train_loss=214.06039429 time/batch=0.12s
13967/43812 (epoch 31.879) train_loss=267.20300293 time/batch=0.13s
13968/43812 (epoch 31.881) train_loss=242.69161987 time/batch=0.13s
13969/43812 (epoch 31.884) train_loss=146.04641724 time/batch=0.08s
13970/43812 (epoch 31.886) train_loss=226.34942627 time/batch=0.12s
13971/43812 (epoch 31.888) train_loss=243.52844238 time/batch=0.11s
13972/43812 (epoch 31.890) train_loss=7.58307314 time/batch=0.02s
13973/43812 (epoch 31.893) train_loss=127.55394745 time/batch=0.07s
13974/43812 (epoch 31.895) train_loss=114.81909180 time/batch=0.07s
13975/43812 (epoch 31.897) train_loss=109.01699829 time/batch=0.07s
13976/43812 (epoch 31.900) train_loss=204.43380737 time/batch=0.10s
13977/43812 (epoch 31.902) train_loss=132.42568970 time/batch=0.08s
13978/43812 (epoch 31.904) train_loss=7.72125053 time/batch=0.01s
13979/43812 (epoch 31.906) train_loss=118.19046021 time/batch=0.06s
13980/43812 (epoch 31.909) train_loss=208.03103638 time/batch=0.10s
13981/43812 (epoch 31.911) train_loss=130.59790039 time/batch=0.09s
13982/43812 (epoch 31.913) train_loss=134.44686890 time/batch=0.08s
13983/43812 (epoch 31.916) train_loss=141.68756104 time/batch=0.09s
13984/43812 (epoch 31.918) train_loss=145.83660889 time/batch=0.08s
13985/43812 (epoch 31.920) train_loss=260.20620728 time/batch=0.11s
13986/43812 (epoch 31.922) train_loss=158.81768799 time/batch=0.09s
13987/43812 (epoch 31.925) train_loss=236.24072266 time/batch=0.12s
13988/43812 (epoch 31.927) train_loss=147.16558838 time/batch=0.09s
13989/43812 (epoch 31.929) train_loss=194.92283630 time/batch=0.09s
13990/43812 (epoch 31.932) train_loss=212.36392212 time/batch=0.14s
13991/43812 (epoch 31.934) train_loss=233.78366089 time/batch=0.11s
13992/43812 (epoch 31.936) train_loss=177.83471680 time/batch=0.11s
13993/43812 (epoch 31.938) train_loss=167.94583130 time/batch=0.09s
13994/43812 (epoch 31.941) train_loss=135.10566711 time/batch=0.08s
13995/43812 (epoch 31.943) train_loss=192.53987122 time/batch=0.10s
13996/43812 (epoch 31.945) train_loss=182.30511475 time/batch=0.12s
13997/43812 (epoch 31.948) train_loss=147.20634460 time/batch=0.08s
13998/43812 (epoch 31.950) train_loss=180.21246338 time/batch=0.12s
13999/43812 (epoch 31.952) train_loss=241.11355591 time/batch=0.09s
Validating
    loss:	328.703681

14000/43812 (epoch 31.954) train_loss=176.44841003 time/batch=2.35s
14001/43812 (epoch 31.957) train_loss=171.11791992 time/batch=0.09s
14002/43812 (epoch 31.959) train_loss=8.44081402 time/batch=0.01s
14003/43812 (epoch 31.961) train_loss=196.97242737 time/batch=0.09s
14004/43812 (epoch 31.963) train_loss=207.65287781 time/batch=0.11s
14005/43812 (epoch 31.966) train_loss=201.36009216 time/batch=0.11s
14006/43812 (epoch 31.968) train_loss=161.51150513 time/batch=0.10s
14007/43812 (epoch 31.970) train_loss=223.53686523 time/batch=0.11s
14008/43812 (epoch 31.973) train_loss=6.65352440 time/batch=0.02s
14009/43812 (epoch 31.975) train_loss=173.31837463 time/batch=0.09s
14010/43812 (epoch 31.977) train_loss=7.66154766 time/batch=0.02s
14011/43812 (epoch 31.979) train_loss=133.61007690 time/batch=0.09s
14012/43812 (epoch 31.982) train_loss=34.04103088 time/batch=0.06s
14013/43812 (epoch 31.984) train_loss=6.21032763 time/batch=0.03s
14014/43812 (epoch 31.986) train_loss=5.65476799 time/batch=0.01s
14015/43812 (epoch 31.989) train_loss=5.09954691 time/batch=0.01s
14016/43812 (epoch 31.991) train_loss=3.76866865 time/batch=0.01s
setting learning rate to 0.0021459
14017/43812 (epoch 31.993) train_loss=577.83300781 time/batch=0.21s
14018/43812 (epoch 31.995) train_loss=384.87130737 time/batch=0.18s
14019/43812 (epoch 31.998) train_loss=320.00259399 time/batch=0.18s
14020/43812 (epoch 32.000) train_loss=135.43696594 time/batch=0.06s
14021/43812 (epoch 32.002) train_loss=1149.24267578 time/batch=0.32s
14022/43812 (epoch 32.005) train_loss=280.20645142 time/batch=0.17s
14023/43812 (epoch 32.007) train_loss=1862.33581543 time/batch=0.52s
14024/43812 (epoch 32.009) train_loss=2500.05468750 time/batch=0.79s
14025/43812 (epoch 32.011) train_loss=261.88174438 time/batch=0.16s
14026/43812 (epoch 32.014) train_loss=111.55109406 time/batch=0.06s
14027/43812 (epoch 32.016) train_loss=429.15216064 time/batch=0.20s
14028/43812 (epoch 32.018) train_loss=693.20312500 time/batch=0.28s
14029/43812 (epoch 32.021) train_loss=185.90179443 time/batch=0.12s
14030/43812 (epoch 32.023) train_loss=445.00265503 time/batch=0.24s
14031/43812 (epoch 32.025) train_loss=4304.23925781 time/batch=2.33s
14032/43812 (epoch 32.027) train_loss=1038.50415039 time/batch=0.37s
14033/43812 (epoch 32.030) train_loss=651.77160645 time/batch=0.28s
14034/43812 (epoch 32.032) train_loss=119.11457825 time/batch=0.07s
14035/43812 (epoch 32.034) train_loss=1180.47473145 time/batch=0.41s
14036/43812 (epoch 32.037) train_loss=118.67325592 time/batch=0.07s
14037/43812 (epoch 32.039) train_loss=223.48680115 time/batch=0.12s
14038/43812 (epoch 32.041) train_loss=375.82879639 time/batch=0.18s
14039/43812 (epoch 32.043) train_loss=390.44247437 time/batch=0.21s
14040/43812 (epoch 32.046) train_loss=144.05853271 time/batch=0.07s
14041/43812 (epoch 32.048) train_loss=315.31796265 time/batch=0.15s
14042/43812 (epoch 32.050) train_loss=643.77258301 time/batch=0.26s
14043/43812 (epoch 32.052) train_loss=890.54724121 time/batch=0.32s
14044/43812 (epoch 32.055) train_loss=481.21990967 time/batch=0.21s
14045/43812 (epoch 32.057) train_loss=1166.31860352 time/batch=2.55s
14046/43812 (epoch 32.059) train_loss=249.63598633 time/batch=0.23s
14047/43812 (epoch 32.062) train_loss=822.93280029 time/batch=0.31s
14048/43812 (epoch 32.064) train_loss=333.98382568 time/batch=0.16s
14049/43812 (epoch 32.066) train_loss=1544.12255859 time/batch=0.63s
14050/43812 (epoch 32.068) train_loss=372.96691895 time/batch=0.20s
14051/43812 (epoch 32.071) train_loss=154.68363953 time/batch=0.08s
14052/43812 (epoch 32.073) train_loss=404.52404785 time/batch=0.22s
14053/43812 (epoch 32.075) train_loss=638.85754395 time/batch=0.31s
14054/43812 (epoch 32.078) train_loss=4185.35839844 time/batch=1.74s
14055/43812 (epoch 32.080) train_loss=548.90838623 time/batch=0.32s
14056/43812 (epoch 32.082) train_loss=223.52960205 time/batch=0.11s
14057/43812 (epoch 32.084) train_loss=833.56805420 time/batch=0.32s
14058/43812 (epoch 32.087) train_loss=735.46453857 time/batch=0.33s
14059/43812 (epoch 32.089) train_loss=189.57638550 time/batch=0.12s
14060/43812 (epoch 32.091) train_loss=316.51522827 time/batch=0.17s
14061/43812 (epoch 32.094) train_loss=225.50028992 time/batch=0.13s
14062/43812 (epoch 32.096) train_loss=572.13104248 time/batch=0.27s
14063/43812 (epoch 32.098) train_loss=1394.23742676 time/batch=0.42s
14064/43812 (epoch 32.100) train_loss=1048.80371094 time/batch=0.39s
14065/43812 (epoch 32.103) train_loss=233.29751587 time/batch=0.12s
14066/43812 (epoch 32.105) train_loss=248.13380432 time/batch=0.14s
14067/43812 (epoch 32.107) train_loss=177.11004639 time/batch=0.10s
14068/43812 (epoch 32.110) train_loss=389.75750732 time/batch=0.20s
14069/43812 (epoch 32.112) train_loss=603.27490234 time/batch=0.24s
14070/43812 (epoch 32.114) train_loss=395.79168701 time/batch=0.20s
14071/43812 (epoch 32.116) train_loss=347.21820068 time/batch=0.18s
14072/43812 (epoch 32.119) train_loss=101.11511230 time/batch=0.06s
14073/43812 (epoch 32.121) train_loss=177.59823608 time/batch=0.09s
14074/43812 (epoch 32.123) train_loss=205.84136963 time/batch=0.13s
14075/43812 (epoch 32.126) train_loss=127.96343994 time/batch=0.09s
14076/43812 (epoch 32.128) train_loss=326.97024536 time/batch=0.18s
14077/43812 (epoch 32.130) train_loss=187.29450989 time/batch=0.08s
14078/43812 (epoch 32.132) train_loss=184.66421509 time/batch=0.10s
14079/43812 (epoch 32.135) train_loss=187.67147827 time/batch=0.13s
14080/43812 (epoch 32.137) train_loss=414.62887573 time/batch=0.20s
14081/43812 (epoch 32.139) train_loss=2732.68969727 time/batch=1.99s
14082/43812 (epoch 32.142) train_loss=459.43505859 time/batch=0.31s
14083/43812 (epoch 32.144) train_loss=134.53167725 time/batch=0.08s
14084/43812 (epoch 32.146) train_loss=247.73339844 time/batch=0.15s
14085/43812 (epoch 32.148) train_loss=391.93334961 time/batch=0.18s
14086/43812 (epoch 32.151) train_loss=983.71881104 time/batch=0.44s
14087/43812 (epoch 32.153) train_loss=89.86914825 time/batch=0.07s
14088/43812 (epoch 32.155) train_loss=124.00481415 time/batch=0.06s
14089/43812 (epoch 32.157) train_loss=456.12054443 time/batch=0.22s
14090/43812 (epoch 32.160) train_loss=834.58007812 time/batch=0.35s
14091/43812 (epoch 32.162) train_loss=207.66442871 time/batch=0.12s
14092/43812 (epoch 32.164) train_loss=686.27001953 time/batch=0.26s
14093/43812 (epoch 32.167) train_loss=191.80670166 time/batch=0.12s
14094/43812 (epoch 32.169) train_loss=402.59387207 time/batch=0.21s
14095/43812 (epoch 32.171) train_loss=178.40142822 time/batch=0.09s
14096/43812 (epoch 32.173) train_loss=929.10717773 time/batch=0.46s
14097/43812 (epoch 32.176) train_loss=211.31256104 time/batch=0.10s
14098/43812 (epoch 32.178) train_loss=113.43058014 time/batch=0.06s
14099/43812 (epoch 32.180) train_loss=186.70187378 time/batch=0.10s
Validating
    loss:	316.711263

14100/43812 (epoch 32.183) train_loss=1412.39245605 time/batch=2.87s
14101/43812 (epoch 32.185) train_loss=11.97531033 time/batch=0.04s
14102/43812 (epoch 32.187) train_loss=278.51733398 time/batch=0.14s
14103/43812 (epoch 32.189) train_loss=1296.35351562 time/batch=0.47s
14104/43812 (epoch 32.192) train_loss=160.43222046 time/batch=0.08s
14105/43812 (epoch 32.194) train_loss=200.80769348 time/batch=0.11s
14106/43812 (epoch 32.196) train_loss=325.24829102 time/batch=0.19s
14107/43812 (epoch 32.199) train_loss=114.11099243 time/batch=0.07s
14108/43812 (epoch 32.201) train_loss=140.94989014 time/batch=0.08s
14109/43812 (epoch 32.203) train_loss=781.59899902 time/batch=0.33s
14110/43812 (epoch 32.205) train_loss=580.85095215 time/batch=0.46s
14111/43812 (epoch 32.208) train_loss=288.18267822 time/batch=0.16s
14112/43812 (epoch 32.210) train_loss=224.44088745 time/batch=0.13s
14113/43812 (epoch 32.212) train_loss=193.06782532 time/batch=0.11s
14114/43812 (epoch 32.215) train_loss=238.05374146 time/batch=0.12s
14115/43812 (epoch 32.217) train_loss=285.01257324 time/batch=0.14s
14116/43812 (epoch 32.219) train_loss=158.12036133 time/batch=0.10s
14117/43812 (epoch 32.221) train_loss=150.18411255 time/batch=0.10s
14118/43812 (epoch 32.224) train_loss=167.43795776 time/batch=0.09s
14119/43812 (epoch 32.226) train_loss=386.04418945 time/batch=0.18s
14120/43812 (epoch 32.228) train_loss=119.90769196 time/batch=0.06s
14121/43812 (epoch 32.231) train_loss=192.20928955 time/batch=0.11s
14122/43812 (epoch 32.233) train_loss=235.12564087 time/batch=0.12s
14123/43812 (epoch 32.235) train_loss=195.19789124 time/batch=0.10s
14124/43812 (epoch 32.237) train_loss=217.46475220 time/batch=0.10s
14125/43812 (epoch 32.240) train_loss=256.98712158 time/batch=0.14s
14126/43812 (epoch 32.242) train_loss=159.01174927 time/batch=0.09s
14127/43812 (epoch 32.244) train_loss=329.50335693 time/batch=0.16s
14128/43812 (epoch 32.247) train_loss=227.84197998 time/batch=0.11s
14129/43812 (epoch 32.249) train_loss=388.78936768 time/batch=0.19s
14130/43812 (epoch 32.251) train_loss=253.12992859 time/batch=0.16s
14131/43812 (epoch 32.253) train_loss=139.32258606 time/batch=0.09s
14132/43812 (epoch 32.256) train_loss=237.27017212 time/batch=0.11s
14133/43812 (epoch 32.258) train_loss=125.81567383 time/batch=0.06s
14134/43812 (epoch 32.260) train_loss=103.52490234 time/batch=0.07s
14135/43812 (epoch 32.262) train_loss=180.85839844 time/batch=0.10s
14136/43812 (epoch 32.265) train_loss=312.75354004 time/batch=0.13s
14137/43812 (epoch 32.267) train_loss=247.24133301 time/batch=0.14s
14138/43812 (epoch 32.269) train_loss=261.57278442 time/batch=0.16s
14139/43812 (epoch 32.272) train_loss=217.45346069 time/batch=0.13s
14140/43812 (epoch 32.274) train_loss=177.07862854 time/batch=0.08s
14141/43812 (epoch 32.276) train_loss=177.56854248 time/batch=0.11s
14142/43812 (epoch 32.278) train_loss=219.23777771 time/batch=0.12s
14143/43812 (epoch 32.281) train_loss=354.76458740 time/batch=0.17s
14144/43812 (epoch 32.283) train_loss=383.37234497 time/batch=0.18s
14145/43812 (epoch 32.285) train_loss=141.03030396 time/batch=0.09s
14146/43812 (epoch 32.288) train_loss=188.23667908 time/batch=0.11s
14147/43812 (epoch 32.290) train_loss=352.46960449 time/batch=0.20s
14148/43812 (epoch 32.292) train_loss=224.61923218 time/batch=0.12s
14149/43812 (epoch 32.294) train_loss=117.78601837 time/batch=0.06s
14150/43812 (epoch 32.297) train_loss=387.03759766 time/batch=0.19s
14151/43812 (epoch 32.299) train_loss=268.04354858 time/batch=0.13s
14152/43812 (epoch 32.301) train_loss=342.45135498 time/batch=0.15s
14153/43812 (epoch 32.304) train_loss=183.98638916 time/batch=0.13s
14154/43812 (epoch 32.306) train_loss=173.14184570 time/batch=0.09s
14155/43812 (epoch 32.308) train_loss=158.39285278 time/batch=0.09s
14156/43812 (epoch 32.310) train_loss=255.28527832 time/batch=0.11s
14157/43812 (epoch 32.313) train_loss=98.17601776 time/batch=0.06s
14158/43812 (epoch 32.315) train_loss=166.17738342 time/batch=0.08s
14159/43812 (epoch 32.317) train_loss=148.13731384 time/batch=0.08s
14160/43812 (epoch 32.320) train_loss=102.86985779 time/batch=0.07s
