vocabulary size: 6084
n tunes: 3688
n train tunes: 3504.0
n validation tunes: 184.0
2722/13140 (epoch 6.215) train_loss=1780.39062500 time/batch=0.38s
2723/13140 (epoch 6.217) train_loss=1921.32666016 time/batch=0.37s
2724/13140 (epoch 6.219) train_loss=214.37362671 time/batch=0.06s
2725/13140 (epoch 6.221) train_loss=1352.60107422 time/batch=0.30s
2726/13140 (epoch 6.224) train_loss=309.41873169 time/batch=0.11s
2727/13140 (epoch 6.226) train_loss=135.06906128 time/batch=0.04s
2728/13140 (epoch 6.228) train_loss=1128.42211914 time/batch=0.24s
2729/13140 (epoch 6.231) train_loss=336.16229248 time/batch=0.12s
2730/13140 (epoch 6.233) train_loss=529.61499023 time/batch=0.12s
2731/13140 (epoch 6.235) train_loss=1296.95019531 time/batch=0.28s
2732/13140 (epoch 6.237) train_loss=461.65356445 time/batch=0.13s
2733/13140 (epoch 6.240) train_loss=120.50395966 time/batch=0.05s
2734/13140 (epoch 6.242) train_loss=738.93933105 time/batch=0.14s
2735/13140 (epoch 6.244) train_loss=893.93542480 time/batch=0.29s
2736/13140 (epoch 6.247) train_loss=236.25636292 time/batch=0.07s
2737/13140 (epoch 6.249) train_loss=83.54161835 time/batch=0.04s
2738/13140 (epoch 6.251) train_loss=215.64849854 time/batch=0.06s
2739/13140 (epoch 6.253) train_loss=1585.83483887 time/batch=0.39s
2740/13140 (epoch 6.256) train_loss=251.85345459 time/batch=0.09s
2741/13140 (epoch 6.258) train_loss=98.70994568 time/batch=0.03s
2742/13140 (epoch 6.260) train_loss=402.69476318 time/batch=0.10s
2743/13140 (epoch 6.263) train_loss=285.80511475 time/batch=0.10s
2744/13140 (epoch 6.265) train_loss=182.68905640 time/batch=0.05s
2745/13140 (epoch 6.267) train_loss=471.09234619 time/batch=0.15s
2746/13140 (epoch 6.269) train_loss=109.21736145 time/batch=0.04s
2747/13140 (epoch 6.272) train_loss=454.14080811 time/batch=0.12s
2748/13140 (epoch 6.274) train_loss=687.99981689 time/batch=0.18s
2749/13140 (epoch 6.276) train_loss=998.65185547 time/batch=0.24s
2750/13140 (epoch 6.279) train_loss=540.69995117 time/batch=0.16s
2751/13140 (epoch 6.281) train_loss=340.22613525 time/batch=0.11s
2752/13140 (epoch 6.283) train_loss=482.52423096 time/batch=0.17s
2753/13140 (epoch 6.285) train_loss=244.03654480 time/batch=0.07s
2754/13140 (epoch 6.288) train_loss=473.89263916 time/batch=0.12s
2755/13140 (epoch 6.290) train_loss=496.78671265 time/batch=0.13s
2756/13140 (epoch 6.292) train_loss=131.78163147 time/batch=0.05s
2757/13140 (epoch 6.295) train_loss=208.58621216 time/batch=0.06s
2758/13140 (epoch 6.297) train_loss=272.71844482 time/batch=0.10s
2759/13140 (epoch 6.299) train_loss=116.95695496 time/batch=0.03s
2760/13140 (epoch 6.301) train_loss=273.30432129 time/batch=0.09s
2761/13140 (epoch 6.304) train_loss=141.31983948 time/batch=0.04s
2762/13140 (epoch 6.306) train_loss=269.71865845 time/batch=0.06s
2763/13140 (epoch 6.308) train_loss=372.39657593 time/batch=0.11s
2764/13140 (epoch 6.311) train_loss=153.44784546 time/batch=0.06s
2765/13140 (epoch 6.313) train_loss=299.24835205 time/batch=0.09s
2766/13140 (epoch 6.315) train_loss=314.76995850 time/batch=0.10s
2767/13140 (epoch 6.317) train_loss=157.47790527 time/batch=0.04s
2768/13140 (epoch 6.320) train_loss=498.36132812 time/batch=0.14s
2769/13140 (epoch 6.322) train_loss=714.69958496 time/batch=0.16s
2770/13140 (epoch 6.324) train_loss=438.52365112 time/batch=0.11s
2771/13140 (epoch 6.326) train_loss=250.94523621 time/batch=0.08s
2772/13140 (epoch 6.329) train_loss=157.63510132 time/batch=0.04s
2773/13140 (epoch 6.331) train_loss=133.30683899 time/batch=0.04s
2774/13140 (epoch 6.333) train_loss=140.78262329 time/batch=0.04s
2775/13140 (epoch 6.336) train_loss=176.58265686 time/batch=0.06s
2776/13140 (epoch 6.338) train_loss=184.26449585 time/batch=0.05s
2777/13140 (epoch 6.340) train_loss=413.79220581 time/batch=0.11s
2778/13140 (epoch 6.342) train_loss=374.74136353 time/batch=0.12s
2779/13140 (epoch 6.345) train_loss=456.73040771 time/batch=0.14s
2780/13140 (epoch 6.347) train_loss=392.76135254 time/batch=0.10s
2781/13140 (epoch 6.349) train_loss=259.78390503 time/batch=0.09s
2782/13140 (epoch 6.352) train_loss=470.45684814 time/batch=0.14s
2783/13140 (epoch 6.354) train_loss=502.43496704 time/batch=0.13s
2784/13140 (epoch 6.356) train_loss=440.59509277 time/batch=0.10s
2785/13140 (epoch 6.358) train_loss=233.76356506 time/batch=0.07s
2786/13140 (epoch 6.361) train_loss=152.11813354 time/batch=0.05s
2787/13140 (epoch 6.363) train_loss=298.77792358 time/batch=0.09s
2788/13140 (epoch 6.365) train_loss=484.32357788 time/batch=0.14s
2789/13140 (epoch 6.368) train_loss=297.20800781 time/batch=0.09s
2790/13140 (epoch 6.370) train_loss=383.26055908 time/batch=0.13s
2791/13140 (epoch 6.372) train_loss=328.11358643 time/batch=0.11s
2792/13140 (epoch 6.374) train_loss=166.60995483 time/batch=0.04s
2793/13140 (epoch 6.377) train_loss=212.98733521 time/batch=0.07s
2794/13140 (epoch 6.379) train_loss=112.24993896 time/batch=0.04s
2795/13140 (epoch 6.381) train_loss=786.51635742 time/batch=0.17s
2796/13140 (epoch 6.384) train_loss=506.73165894 time/batch=0.14s
2797/13140 (epoch 6.386) train_loss=337.28814697 time/batch=0.12s
2798/13140 (epoch 6.388) train_loss=220.86453247 time/batch=0.08s
2799/13140 (epoch 6.390) train_loss=342.36978149 time/batch=0.10s
Validating
    loss:	541.168544

2800/13140 (epoch 6.393) train_loss=247.78036499 time/batch=1.74s
2801/13140 (epoch 6.395) train_loss=192.06201172 time/batch=0.06s
2802/13140 (epoch 6.397) train_loss=155.92141724 time/batch=0.05s
2803/13140 (epoch 6.400) train_loss=403.39044189 time/batch=0.11s
2804/13140 (epoch 6.402) train_loss=333.76855469 time/batch=0.12s
2805/13140 (epoch 6.404) train_loss=392.61746216 time/batch=0.11s
2806/13140 (epoch 6.406) train_loss=205.56811523 time/batch=0.06s
2807/13140 (epoch 6.409) train_loss=232.80656433 time/batch=0.08s
2808/13140 (epoch 6.411) train_loss=260.26788330 time/batch=0.10s
2809/13140 (epoch 6.413) train_loss=181.59265137 time/batch=0.06s
2810/13140 (epoch 6.416) train_loss=167.29620361 time/batch=0.04s
2811/13140 (epoch 6.418) train_loss=224.99972534 time/batch=0.06s
2812/13140 (epoch 6.420) train_loss=112.25097656 time/batch=0.05s
2813/13140 (epoch 6.422) train_loss=321.08804321 time/batch=0.08s
2814/13140 (epoch 6.425) train_loss=213.87106323 time/batch=0.08s
2815/13140 (epoch 6.427) train_loss=254.12927246 time/batch=0.09s
2816/13140 (epoch 6.429) train_loss=198.36822510 time/batch=0.07s
2817/13140 (epoch 6.432) train_loss=237.91815186 time/batch=0.07s
2818/13140 (epoch 6.434) train_loss=404.81457520 time/batch=0.11s
2819/13140 (epoch 6.436) train_loss=272.88986206 time/batch=0.10s
2820/13140 (epoch 6.438) train_loss=206.78015137 time/batch=0.07s
2821/13140 (epoch 6.441) train_loss=201.62983704 time/batch=0.06s
2822/13140 (epoch 6.443) train_loss=145.67102051 time/batch=0.04s
2823/13140 (epoch 6.445) train_loss=442.13140869 time/batch=0.13s
2824/13140 (epoch 6.447) train_loss=319.48574829 time/batch=0.11s
2825/13140 (epoch 6.450) train_loss=151.32406616 time/batch=0.05s
2826/13140 (epoch 6.452) train_loss=244.24682617 time/batch=0.07s
2827/13140 (epoch 6.454) train_loss=482.05697632 time/batch=0.14s
2828/13140 (epoch 6.457) train_loss=138.72126770 time/batch=0.04s
2829/13140 (epoch 6.459) train_loss=281.63500977 time/batch=0.09s
2830/13140 (epoch 6.461) train_loss=377.50811768 time/batch=0.12s
2831/13140 (epoch 6.463) train_loss=174.10641479 time/batch=0.06s
2832/13140 (epoch 6.466) train_loss=256.47131348 time/batch=0.06s
2833/13140 (epoch 6.468) train_loss=230.08264160 time/batch=0.07s
2834/13140 (epoch 6.470) train_loss=181.83197021 time/batch=0.04s
2835/13140 (epoch 6.473) train_loss=159.68144226 time/batch=0.06s
2836/13140 (epoch 6.475) train_loss=202.39657593 time/batch=0.06s
2837/13140 (epoch 6.477) train_loss=211.37319946 time/batch=0.07s
2838/13140 (epoch 6.479) train_loss=151.98803711 time/batch=0.04s
2839/13140 (epoch 6.482) train_loss=237.00160217 time/batch=0.08s
2840/13140 (epoch 6.484) train_loss=146.01974487 time/batch=0.05s
2841/13140 (epoch 6.486) train_loss=222.08889771 time/batch=0.06s
2842/13140 (epoch 6.489) train_loss=146.91891479 time/batch=0.05s
2843/13140 (epoch 6.491) train_loss=283.00305176 time/batch=0.09s
2844/13140 (epoch 6.493) train_loss=354.30102539 time/batch=0.11s
2845/13140 (epoch 6.495) train_loss=332.63220215 time/batch=0.10s
2846/13140 (epoch 6.498) train_loss=237.37460327 time/batch=0.06s
2847/13140 (epoch 6.500) train_loss=210.80499268 time/batch=0.08s
2848/13140 (epoch 6.502) train_loss=520.54620361 time/batch=0.11s
2849/13140 (epoch 6.505) train_loss=329.67086792 time/batch=0.09s
2850/13140 (epoch 6.507) train_loss=368.08261108 time/batch=0.09s
2851/13140 (epoch 6.509) train_loss=292.06237793 time/batch=0.11s
2852/13140 (epoch 6.511) train_loss=170.08639526 time/batch=0.06s
2853/13140 (epoch 6.514) train_loss=148.96278381 time/batch=0.05s
2854/13140 (epoch 6.516) train_loss=221.32467651 time/batch=0.07s
2855/13140 (epoch 6.518) train_loss=279.51806641 time/batch=0.07s
2856/13140 (epoch 6.521) train_loss=197.08135986 time/batch=0.07s
2857/13140 (epoch 6.523) train_loss=342.16818237 time/batch=0.09s
2858/13140 (epoch 6.525) train_loss=243.69586182 time/batch=0.07s
2859/13140 (epoch 6.527) train_loss=364.60931396 time/batch=0.11s
2860/13140 (epoch 6.530) train_loss=185.65400696 time/batch=0.06s
2861/13140 (epoch 6.532) train_loss=211.53665161 time/batch=0.06s
2862/13140 (epoch 6.534) train_loss=134.14596558 time/batch=0.04s
2863/13140 (epoch 6.537) train_loss=281.93426514 time/batch=0.07s
2864/13140 (epoch 6.539) train_loss=243.94717407 time/batch=0.06s
2865/13140 (epoch 6.541) train_loss=303.02636719 time/batch=0.09s
2866/13140 (epoch 6.543) train_loss=340.08084106 time/batch=0.10s
2867/13140 (epoch 6.546) train_loss=352.26431274 time/batch=0.10s
2868/13140 (epoch 6.548) train_loss=283.69900513 time/batch=0.09s
2869/13140 (epoch 6.550) train_loss=270.09808350 time/batch=0.09s
2870/13140 (epoch 6.553) train_loss=245.47311401 time/batch=0.07s
2871/13140 (epoch 6.555) train_loss=163.90750122 time/batch=0.05s
2872/13140 (epoch 6.557) train_loss=368.33285522 time/batch=0.11s
2873/13140 (epoch 6.559) train_loss=219.79205322 time/batch=0.06s
2874/13140 (epoch 6.562) train_loss=297.87243652 time/batch=0.09s
2875/13140 (epoch 6.564) train_loss=180.94192505 time/batch=0.07s
2876/13140 (epoch 6.566) train_loss=261.24295044 time/batch=0.08s
2877/13140 (epoch 6.568) train_loss=268.22564697 time/batch=0.08s
2878/13140 (epoch 6.571) train_loss=310.69735718 time/batch=0.08s
2879/13140 (epoch 6.573) train_loss=214.86430359 time/batch=0.06s
2880/13140 (epoch 6.575) train_loss=133.94230652 time/batch=0.06s
2881/13140 (epoch 6.578) train_loss=322.65591431 time/batch=0.08s
2882/13140 (epoch 6.580) train_loss=221.67506409 time/batch=0.07s
2883/13140 (epoch 6.582) train_loss=170.80902100 time/batch=0.05s
2884/13140 (epoch 6.584) train_loss=162.97531128 time/batch=0.04s
2885/13140 (epoch 6.587) train_loss=148.35354614 time/batch=0.04s
2886/13140 (epoch 6.589) train_loss=216.07994080 time/batch=0.06s
2887/13140 (epoch 6.591) train_loss=335.72839355 time/batch=0.11s
2888/13140 (epoch 6.594) train_loss=129.78045654 time/batch=0.04s
2889/13140 (epoch 6.596) train_loss=275.68572998 time/batch=0.07s
2890/13140 (epoch 6.598) train_loss=133.36529541 time/batch=0.04s
2891/13140 (epoch 6.600) train_loss=240.01223755 time/batch=0.08s
2892/13140 (epoch 6.603) train_loss=273.24377441 time/batch=0.08s
2893/13140 (epoch 6.605) train_loss=273.00271606 time/batch=0.09s
2894/13140 (epoch 6.607) train_loss=160.49708557 time/batch=0.04s
2895/13140 (epoch 6.610) train_loss=319.34020996 time/batch=0.09s
2896/13140 (epoch 6.612) train_loss=408.63229370 time/batch=0.12s
2897/13140 (epoch 6.614) train_loss=503.63961792 time/batch=0.11s
2898/13140 (epoch 6.616) train_loss=335.15191650 time/batch=0.11s
2899/13140 (epoch 6.619) train_loss=141.31094360 time/batch=0.05s
Validating
    loss:	542.311234

2900/13140 (epoch 6.621) train_loss=218.40222168 time/batch=2.24s
2901/13140 (epoch 6.623) train_loss=163.97851562 time/batch=0.04s
2902/13140 (epoch 6.626) train_loss=293.31848145 time/batch=0.10s
2903/13140 (epoch 6.628) train_loss=284.87091064 time/batch=0.08s
2904/13140 (epoch 6.630) train_loss=309.74713135 time/batch=0.09s
2905/13140 (epoch 6.632) train_loss=332.63549805 time/batch=0.09s
2906/13140 (epoch 6.635) train_loss=146.75854492 time/batch=0.06s
2907/13140 (epoch 6.637) train_loss=253.01412964 time/batch=0.07s
2908/13140 (epoch 6.639) train_loss=262.23434448 time/batch=0.08s
2909/13140 (epoch 6.642) train_loss=249.36907959 time/batch=0.06s
2910/13140 (epoch 6.644) train_loss=340.92028809 time/batch=0.10s
2911/13140 (epoch 6.646) train_loss=307.33239746 time/batch=0.10s
2912/13140 (epoch 6.648) train_loss=167.89050293 time/batch=0.05s
2913/13140 (epoch 6.651) train_loss=243.29266357 time/batch=0.07s
2914/13140 (epoch 6.653) train_loss=225.63916016 time/batch=0.06s
2915/13140 (epoch 6.655) train_loss=303.21710205 time/batch=0.09s
2916/13140 (epoch 6.658) train_loss=235.34634399 time/batch=0.07s
2917/13140 (epoch 6.660) train_loss=271.03735352 time/batch=0.10s
2918/13140 (epoch 6.662) train_loss=223.83810425 time/batch=0.07s
2919/13140 (epoch 6.664) train_loss=222.01177979 time/batch=0.08s
2920/13140 (epoch 6.667) train_loss=132.97297668 time/batch=0.05s
2921/13140 (epoch 6.669) train_loss=277.84936523 time/batch=0.08s
2922/13140 (epoch 6.671) train_loss=248.87815857 time/batch=0.07s
2923/13140 (epoch 6.674) train_loss=266.60095215 time/batch=0.07s
2924/13140 (epoch 6.676) train_loss=161.38165283 time/batch=0.05s
2925/13140 (epoch 6.678) train_loss=202.26687622 time/batch=0.06s
2926/13140 (epoch 6.680) train_loss=157.89443970 time/batch=0.05s
2927/13140 (epoch 6.683) train_loss=290.94821167 time/batch=0.07s
2928/13140 (epoch 6.685) train_loss=140.55010986 time/batch=0.06s
2929/13140 (epoch 6.687) train_loss=334.29473877 time/batch=0.10s
2930/13140 (epoch 6.689) train_loss=179.01089478 time/batch=0.05s
2931/13140 (epoch 6.692) train_loss=278.12255859 time/batch=0.10s
2932/13140 (epoch 6.694) train_loss=284.95971680 time/batch=0.08s
2933/13140 (epoch 6.696) train_loss=310.93109131 time/batch=0.09s
2934/13140 (epoch 6.699) train_loss=148.62322998 time/batch=0.05s
2935/13140 (epoch 6.701) train_loss=197.08781433 time/batch=0.07s
2936/13140 (epoch 6.703) train_loss=188.34306335 time/batch=0.06s
2937/13140 (epoch 6.705) train_loss=353.19259644 time/batch=0.08s
2938/13140 (epoch 6.708) train_loss=159.09600830 time/batch=0.05s
2939/13140 (epoch 6.710) train_loss=207.91957092 time/batch=0.06s
2940/13140 (epoch 6.712) train_loss=187.04916382 time/batch=0.07s
2941/13140 (epoch 6.715) train_loss=313.98791504 time/batch=0.08s
2942/13140 (epoch 6.717) train_loss=251.90658569 time/batch=0.07s
2943/13140 (epoch 6.719) train_loss=193.02767944 time/batch=0.07s
2944/13140 (epoch 6.721) train_loss=243.79679871 time/batch=0.07s
2945/13140 (epoch 6.724) train_loss=291.12963867 time/batch=0.09s
2946/13140 (epoch 6.726) train_loss=178.43844604 time/batch=0.05s
2947/13140 (epoch 6.728) train_loss=144.45195007 time/batch=0.05s
2948/13140 (epoch 6.731) train_loss=206.28103638 time/batch=0.06s
2949/13140 (epoch 6.733) train_loss=253.50653076 time/batch=0.09s
2950/13140 (epoch 6.735) train_loss=239.45413208 time/batch=0.07s
2951/13140 (epoch 6.737) train_loss=219.11097717 time/batch=0.06s
2952/13140 (epoch 6.740) train_loss=281.03558350 time/batch=0.08s
2953/13140 (epoch 6.742) train_loss=258.44915771 time/batch=0.08s
2954/13140 (epoch 6.744) train_loss=282.50262451 time/batch=0.08s
2955/13140 (epoch 6.747) train_loss=136.75968933 time/batch=0.04s
2956/13140 (epoch 6.749) train_loss=161.10409546 time/batch=0.05s
2957/13140 (epoch 6.751) train_loss=232.54742432 time/batch=0.05s
2958/13140 (epoch 6.753) train_loss=115.36882019 time/batch=0.04s
2959/13140 (epoch 6.756) train_loss=145.95867920 time/batch=0.05s
2960/13140 (epoch 6.758) train_loss=333.19079590 time/batch=0.09s
2961/13140 (epoch 6.760) train_loss=203.11032104 time/batch=0.05s
2962/13140 (epoch 6.763) train_loss=154.55580139 time/batch=0.05s
2963/13140 (epoch 6.765) train_loss=186.12686157 time/batch=0.06s
2964/13140 (epoch 6.767) train_loss=265.22790527 time/batch=0.08s
2965/13140 (epoch 6.769) train_loss=137.12171936 time/batch=0.06s
2966/13140 (epoch 6.772) train_loss=166.38333130 time/batch=0.05s
2967/13140 (epoch 6.774) train_loss=187.51838684 time/batch=0.06s
2968/13140 (epoch 6.776) train_loss=265.31176758 time/batch=0.09s
2969/13140 (epoch 6.779) train_loss=199.91639709 time/batch=0.05s
2970/13140 (epoch 6.781) train_loss=155.56069946 time/batch=0.06s
2971/13140 (epoch 6.783) train_loss=265.78790283 time/batch=0.07s
2972/13140 (epoch 6.785) train_loss=130.06433105 time/batch=0.05s
2973/13140 (epoch 6.788) train_loss=175.35696411 time/batch=0.05s
2974/13140 (epoch 6.790) train_loss=208.21553040 time/batch=0.07s
2975/13140 (epoch 6.792) train_loss=218.27503967 time/batch=0.06s
2976/13140 (epoch 6.795) train_loss=273.26568604 time/batch=0.07s
2977/13140 (epoch 6.797) train_loss=151.52532959 time/batch=0.06s
2978/13140 (epoch 6.799) train_loss=207.46086121 time/batch=0.06s
2979/13140 (epoch 6.801) train_loss=248.37376404 time/batch=0.08s
2980/13140 (epoch 6.804) train_loss=211.93818665 time/batch=0.06s
2981/13140 (epoch 6.806) train_loss=218.39622498 time/batch=0.09s
2982/13140 (epoch 6.808) train_loss=305.11221313 time/batch=0.08s
2983/13140 (epoch 6.811) train_loss=265.67425537 time/batch=0.08s
2984/13140 (epoch 6.813) train_loss=162.43080139 time/batch=0.05s
2985/13140 (epoch 6.815) train_loss=215.72085571 time/batch=0.07s
2986/13140 (epoch 6.817) train_loss=305.55853271 time/batch=0.09s
2987/13140 (epoch 6.820) train_loss=188.56265259 time/batch=0.06s
2988/13140 (epoch 6.822) train_loss=253.62771606 time/batch=0.07s
2989/13140 (epoch 6.824) train_loss=245.09841919 time/batch=0.07s
2990/13140 (epoch 6.826) train_loss=208.98159790 time/batch=0.08s
2991/13140 (epoch 6.829) train_loss=252.53118896 time/batch=0.08s
2992/13140 (epoch 6.831) train_loss=179.93661499 time/batch=0.05s
2993/13140 (epoch 6.833) train_loss=228.15057373 time/batch=0.07s
2994/13140 (epoch 6.836) train_loss=206.55377197 time/batch=0.07s
2995/13140 (epoch 6.838) train_loss=116.84095764 time/batch=0.05s
2996/13140 (epoch 6.840) train_loss=233.62443542 time/batch=0.07s
2997/13140 (epoch 6.842) train_loss=180.67716980 time/batch=0.06s
2998/13140 (epoch 6.845) train_loss=168.02082825 time/batch=0.05s
2999/13140 (epoch 6.847) train_loss=266.81860352 time/batch=0.09s
Validating
    loss:	562.191131

3000/13140 (epoch 6.849) train_loss=172.59255981 time/batch=2.15s
3001/13140 (epoch 6.852) train_loss=283.58801270 time/batch=0.07s
3002/13140 (epoch 6.854) train_loss=166.04385376 time/batch=0.06s
3003/13140 (epoch 6.856) train_loss=177.93582153 time/batch=0.06s
3004/13140 (epoch 6.858) train_loss=173.28956604 time/batch=0.04s
3005/13140 (epoch 6.861) train_loss=249.91720581 time/batch=0.09s
3006/13140 (epoch 6.863) train_loss=192.64480591 time/batch=0.06s
3007/13140 (epoch 6.865) train_loss=219.35494995 time/batch=0.07s
3008/13140 (epoch 6.868) train_loss=174.63781738 time/batch=0.04s
3009/13140 (epoch 6.870) train_loss=326.07443237 time/batch=0.09s
3010/13140 (epoch 6.872) train_loss=180.45751953 time/batch=0.06s
3011/13140 (epoch 6.874) train_loss=151.29852295 time/batch=0.06s
3012/13140 (epoch 6.877) train_loss=221.03216553 time/batch=0.05s
3013/13140 (epoch 6.879) train_loss=162.77926636 time/batch=0.06s
3014/13140 (epoch 6.881) train_loss=186.06677246 time/batch=0.05s
3015/13140 (epoch 6.884) train_loss=162.22186279 time/batch=0.06s
3016/13140 (epoch 6.886) train_loss=128.89596558 time/batch=0.04s
3017/13140 (epoch 6.888) train_loss=176.93856812 time/batch=0.06s
3018/13140 (epoch 6.890) train_loss=250.84805298 time/batch=0.08s
3019/13140 (epoch 6.893) train_loss=245.97012329 time/batch=0.07s
3020/13140 (epoch 6.895) train_loss=188.79727173 time/batch=0.05s
3021/13140 (epoch 6.897) train_loss=217.20111084 time/batch=0.08s
3022/13140 (epoch 6.900) train_loss=348.47225952 time/batch=0.08s
3023/13140 (epoch 6.902) train_loss=227.11837769 time/batch=0.07s
3024/13140 (epoch 6.904) train_loss=264.88049316 time/batch=0.08s
3025/13140 (epoch 6.906) train_loss=259.11419678 time/batch=0.08s
3026/13140 (epoch 6.909) train_loss=264.80743408 time/batch=0.07s
3027/13140 (epoch 6.911) train_loss=199.09570312 time/batch=0.06s
3028/13140 (epoch 6.913) train_loss=279.87481689 time/batch=0.06s
3029/13140 (epoch 6.916) train_loss=240.94818115 time/batch=0.07s
3030/13140 (epoch 6.918) train_loss=210.37112427 time/batch=0.08s
3031/13140 (epoch 6.920) train_loss=132.06492615 time/batch=0.04s
3032/13140 (epoch 6.922) train_loss=224.69485474 time/batch=0.07s
3033/13140 (epoch 6.925) train_loss=144.71368408 time/batch=0.04s
3034/13140 (epoch 6.927) train_loss=198.26934814 time/batch=0.07s
3035/13140 (epoch 6.929) train_loss=204.35116577 time/batch=0.07s
3036/13140 (epoch 6.932) train_loss=147.99066162 time/batch=0.05s
3037/13140 (epoch 6.934) train_loss=227.74072266 time/batch=0.07s
3038/13140 (epoch 6.936) train_loss=123.40196228 time/batch=0.05s
3039/13140 (epoch 6.938) train_loss=259.92272949 time/batch=0.08s
3040/13140 (epoch 6.941) train_loss=160.75283813 time/batch=0.05s
3041/13140 (epoch 6.943) train_loss=183.20556641 time/batch=0.05s
3042/13140 (epoch 6.945) train_loss=192.97019958 time/batch=0.07s
3043/13140 (epoch 6.947) train_loss=137.74456787 time/batch=0.04s
3044/13140 (epoch 6.950) train_loss=245.36306763 time/batch=0.07s
3045/13140 (epoch 6.952) train_loss=192.24133301 time/batch=0.05s
3046/13140 (epoch 6.954) train_loss=218.34918213 time/batch=0.07s
3047/13140 (epoch 6.957) train_loss=192.87467957 time/batch=0.07s
3048/13140 (epoch 6.959) train_loss=217.24188232 time/batch=0.07s
3049/13140 (epoch 6.961) train_loss=240.21235657 time/batch=0.08s
3050/13140 (epoch 6.963) train_loss=270.91113281 time/batch=0.07s
3051/13140 (epoch 6.966) train_loss=273.07992554 time/batch=0.09s
3052/13140 (epoch 6.968) train_loss=263.91833496 time/batch=0.08s
3053/13140 (epoch 6.970) train_loss=298.57339478 time/batch=0.07s
3054/13140 (epoch 6.973) train_loss=218.26861572 time/batch=0.08s
3055/13140 (epoch 6.975) train_loss=322.83602905 time/batch=0.09s
3056/13140 (epoch 6.977) train_loss=133.87127686 time/batch=0.04s
3057/13140 (epoch 6.979) train_loss=251.29626465 time/batch=0.08s
3058/13140 (epoch 6.982) train_loss=230.67274475 time/batch=0.08s
3059/13140 (epoch 6.984) train_loss=168.76339722 time/batch=0.05s
3060/13140 (epoch 6.986) train_loss=213.18389893 time/batch=0.07s
3061/13140 (epoch 6.989) train_loss=186.01086426 time/batch=0.07s
3062/13140 (epoch 6.991) train_loss=170.02084351 time/batch=0.05s
3063/13140 (epoch 6.993) train_loss=168.06701660 time/batch=0.06s
3064/13140 (epoch 6.995) train_loss=213.36788940 time/batch=0.07s
3065/13140 (epoch 6.998) train_loss=278.57269287 time/batch=0.09s
3066/13140 (epoch 7.000) train_loss=239.23417664 time/batch=0.08s
3067/13140 (epoch 7.002) train_loss=1653.01342773 time/batch=0.33s
3068/13140 (epoch 7.005) train_loss=816.52587891 time/batch=0.21s
3069/13140 (epoch 7.007) train_loss=1296.56445312 time/batch=0.24s
3070/13140 (epoch 7.009) train_loss=1033.09912109 time/batch=0.22s
3071/13140 (epoch 7.011) train_loss=900.22320557 time/batch=0.20s
3072/13140 (epoch 7.014) train_loss=1789.98315430 time/batch=0.34s
3073/13140 (epoch 7.016) train_loss=502.73764038 time/batch=0.15s
3074/13140 (epoch 7.018) train_loss=820.81848145 time/batch=0.28s
3075/13140 (epoch 7.021) train_loss=1216.71765137 time/batch=0.31s
3076/13140 (epoch 7.023) train_loss=224.64379883 time/batch=0.08s
3077/13140 (epoch 7.025) train_loss=252.89414978 time/batch=0.07s
3078/13140 (epoch 7.027) train_loss=1672.42773438 time/batch=0.33s
3079/13140 (epoch 7.030) train_loss=467.17767334 time/batch=0.13s
3080/13140 (epoch 7.032) train_loss=3555.92773438 time/batch=2.06s
3081/13140 (epoch 7.034) train_loss=1644.55078125 time/batch=0.47s
3082/13140 (epoch 7.037) train_loss=7484.95996094 time/batch=1.87s
3083/13140 (epoch 7.039) train_loss=192.87112427 time/batch=0.16s
3084/13140 (epoch 7.041) train_loss=2450.73681641 time/batch=0.39s
3085/13140 (epoch 7.043) train_loss=4568.04882812 time/batch=0.73s
3086/13140 (epoch 7.046) train_loss=449.94689941 time/batch=0.12s
3087/13140 (epoch 7.048) train_loss=1317.28125000 time/batch=0.29s
3088/13140 (epoch 7.050) train_loss=3030.82324219 time/batch=0.54s
3089/13140 (epoch 7.053) train_loss=724.27917480 time/batch=0.17s
3090/13140 (epoch 7.055) train_loss=73.58876038 time/batch=0.04s
3091/13140 (epoch 7.057) train_loss=1256.57592773 time/batch=0.30s
3092/13140 (epoch 7.059) train_loss=2012.92126465 time/batch=0.43s
3093/13140 (epoch 7.062) train_loss=589.29162598 time/batch=0.17s
3094/13140 (epoch 7.064) train_loss=931.34375000 time/batch=0.21s
3095/13140 (epoch 7.066) train_loss=299.39440918 time/batch=0.08s
3096/13140 (epoch 7.068) train_loss=293.46591187 time/batch=0.09s
3097/13140 (epoch 7.071) train_loss=1253.08813477 time/batch=0.30s
3098/13140 (epoch 7.073) train_loss=468.34738159 time/batch=0.14s
3099/13140 (epoch 7.075) train_loss=690.40631104 time/batch=0.20s
Validating
    loss:	531.238834

3100/13140 (epoch 7.078) train_loss=120.29821777 time/batch=2.12s
3101/13140 (epoch 7.080) train_loss=637.08685303 time/batch=0.16s
3102/13140 (epoch 7.082) train_loss=127.02253723 time/batch=0.04s
3103/13140 (epoch 7.084) train_loss=2927.43994141 time/batch=0.57s
3104/13140 (epoch 7.087) train_loss=142.69177246 time/batch=0.06s
3105/13140 (epoch 7.089) train_loss=262.02713013 time/batch=0.08s
3106/13140 (epoch 7.091) train_loss=163.67681885 time/batch=0.06s
