vocabulary size: 5958
n tunes: 3688
n train tunes: 3504.0
n validation tunes: 184.0
3215/43800 (epoch 7.340) train_loss=153.89276123 time/batch=0.07s
3216/43800 (epoch 7.342) train_loss=287.80947876 time/batch=0.10s
3217/43800 (epoch 7.345) train_loss=212.59243774 time/batch=0.06s
3218/43800 (epoch 7.347) train_loss=232.79280090 time/batch=0.09s
3219/43800 (epoch 7.349) train_loss=188.28811646 time/batch=0.08s
3220/43800 (epoch 7.352) train_loss=180.15455627 time/batch=0.07s
3221/43800 (epoch 7.354) train_loss=176.17745972 time/batch=0.06s
3222/43800 (epoch 7.356) train_loss=342.91305542 time/batch=0.12s
3223/43800 (epoch 7.358) train_loss=197.71705627 time/batch=0.06s
3224/43800 (epoch 7.361) train_loss=681.01910400 time/batch=0.27s
3225/43800 (epoch 7.363) train_loss=129.00151062 time/batch=0.06s
3226/43800 (epoch 7.365) train_loss=468.82299805 time/batch=0.14s
3227/43800 (epoch 7.368) train_loss=132.58146667 time/batch=0.06s
3228/43800 (epoch 7.370) train_loss=245.00769043 time/batch=0.09s
3229/43800 (epoch 7.372) train_loss=312.71987915 time/batch=0.13s
3230/43800 (epoch 7.374) train_loss=211.59400940 time/batch=0.06s
3231/43800 (epoch 7.377) train_loss=141.89089966 time/batch=0.06s
3232/43800 (epoch 7.379) train_loss=329.44906616 time/batch=0.09s
3233/43800 (epoch 7.381) train_loss=397.61328125 time/batch=0.13s
3234/43800 (epoch 7.384) train_loss=204.34181213 time/batch=0.07s
3235/43800 (epoch 7.386) train_loss=131.54061890 time/batch=0.06s
3236/43800 (epoch 7.388) train_loss=222.38021851 time/batch=0.07s
3237/43800 (epoch 7.390) train_loss=517.40502930 time/batch=0.15s
3238/43800 (epoch 7.393) train_loss=249.40594482 time/batch=0.06s
3239/43800 (epoch 7.395) train_loss=272.46084595 time/batch=0.10s
3240/43800 (epoch 7.397) train_loss=154.47390747 time/batch=0.05s
3241/43800 (epoch 7.400) train_loss=198.09674072 time/batch=0.08s
3242/43800 (epoch 7.402) train_loss=229.28935242 time/batch=0.09s
3243/43800 (epoch 7.404) train_loss=140.29154968 time/batch=0.06s
3244/43800 (epoch 7.406) train_loss=237.47569275 time/batch=0.10s
3245/43800 (epoch 7.409) train_loss=126.66310883 time/batch=0.04s
3246/43800 (epoch 7.411) train_loss=180.39726257 time/batch=0.07s
3247/43800 (epoch 7.413) train_loss=345.68154907 time/batch=0.10s
3248/43800 (epoch 7.416) train_loss=246.08364868 time/batch=0.08s
3249/43800 (epoch 7.418) train_loss=184.32269287 time/batch=0.07s
3250/43800 (epoch 7.420) train_loss=154.01913452 time/batch=0.06s
3251/43800 (epoch 7.422) train_loss=389.80462646 time/batch=0.11s
3252/43800 (epoch 7.425) train_loss=154.97460938 time/batch=0.06s
3253/43800 (epoch 7.427) train_loss=346.67889404 time/batch=0.13s
3254/43800 (epoch 7.429) train_loss=598.10235596 time/batch=0.16s
3255/43800 (epoch 7.432) train_loss=363.95050049 time/batch=0.12s
3256/43800 (epoch 7.434) train_loss=378.00778198 time/batch=0.12s
3257/43800 (epoch 7.436) train_loss=290.90914917 time/batch=0.11s
3258/43800 (epoch 7.438) train_loss=207.66519165 time/batch=0.07s
3259/43800 (epoch 7.441) train_loss=199.38699341 time/batch=0.06s
3260/43800 (epoch 7.443) train_loss=227.92626953 time/batch=0.07s
3261/43800 (epoch 7.445) train_loss=476.33563232 time/batch=0.15s
3262/43800 (epoch 7.447) train_loss=155.88859558 time/batch=0.06s
3263/43800 (epoch 7.450) train_loss=173.52505493 time/batch=0.06s
3264/43800 (epoch 7.452) train_loss=282.04592896 time/batch=0.09s
3265/43800 (epoch 7.454) train_loss=218.50402832 time/batch=0.09s
3266/43800 (epoch 7.457) train_loss=339.07562256 time/batch=0.11s
3267/43800 (epoch 7.459) train_loss=210.19458008 time/batch=0.09s
3268/43800 (epoch 7.461) train_loss=362.96069336 time/batch=0.11s
3269/43800 (epoch 7.463) train_loss=386.78997803 time/batch=0.16s
3270/43800 (epoch 7.466) train_loss=277.06781006 time/batch=0.10s
3271/43800 (epoch 7.468) train_loss=144.38330078 time/batch=0.06s
3272/43800 (epoch 7.470) train_loss=173.18362427 time/batch=0.06s
3273/43800 (epoch 7.473) train_loss=294.58270264 time/batch=0.11s
3274/43800 (epoch 7.475) train_loss=164.40304565 time/batch=0.06s
3275/43800 (epoch 7.477) train_loss=278.01605225 time/batch=0.11s
3276/43800 (epoch 7.479) train_loss=397.82028198 time/batch=0.15s
3277/43800 (epoch 7.482) train_loss=305.60049438 time/batch=0.10s
3278/43800 (epoch 7.484) train_loss=162.84297180 time/batch=0.05s
3279/43800 (epoch 7.486) train_loss=268.13183594 time/batch=0.11s
3280/43800 (epoch 7.489) train_loss=269.53436279 time/batch=0.08s
3281/43800 (epoch 7.491) train_loss=186.85801697 time/batch=0.06s
3282/43800 (epoch 7.493) train_loss=178.99996948 time/batch=0.05s
3283/43800 (epoch 7.495) train_loss=150.42028809 time/batch=0.07s
3284/43800 (epoch 7.498) train_loss=242.21990967 time/batch=0.10s
3285/43800 (epoch 7.500) train_loss=275.54806519 time/batch=0.07s
3286/43800 (epoch 7.502) train_loss=233.69577026 time/batch=0.08s
3287/43800 (epoch 7.505) train_loss=283.41705322 time/batch=0.08s
3288/43800 (epoch 7.507) train_loss=232.66143799 time/batch=0.10s
3289/43800 (epoch 7.509) train_loss=189.96923828 time/batch=0.07s
3290/43800 (epoch 7.511) train_loss=200.59805298 time/batch=0.07s
3291/43800 (epoch 7.514) train_loss=319.92114258 time/batch=0.11s
3292/43800 (epoch 7.516) train_loss=155.50729370 time/batch=0.06s
3293/43800 (epoch 7.518) train_loss=162.16484070 time/batch=0.05s
3294/43800 (epoch 7.521) train_loss=137.97744751 time/batch=0.04s
3295/43800 (epoch 7.523) train_loss=117.26609802 time/batch=0.06s
3296/43800 (epoch 7.525) train_loss=113.82336426 time/batch=0.05s
3297/43800 (epoch 7.527) train_loss=186.45877075 time/batch=0.06s
3298/43800 (epoch 7.530) train_loss=256.98291016 time/batch=0.10s
3299/43800 (epoch 7.532) train_loss=295.21774292 time/batch=0.10s
Validating
    loss:	531.282227

3300/43800 (epoch 7.534) train_loss=191.43397522 time/batch=2.40s
3301/43800 (epoch 7.537) train_loss=120.29092407 time/batch=0.06s
3302/43800 (epoch 7.539) train_loss=261.33749390 time/batch=0.09s
3303/43800 (epoch 7.541) train_loss=439.57122803 time/batch=0.13s
3304/43800 (epoch 7.543) train_loss=325.44848633 time/batch=0.10s
3305/43800 (epoch 7.546) train_loss=193.17004395 time/batch=0.07s
3306/43800 (epoch 7.548) train_loss=221.31961060 time/batch=0.09s
3307/43800 (epoch 7.550) train_loss=236.36740112 time/batch=0.08s
3308/43800 (epoch 7.553) train_loss=216.11935425 time/batch=0.08s
3309/43800 (epoch 7.555) train_loss=418.41436768 time/batch=0.14s
3310/43800 (epoch 7.557) train_loss=148.85484314 time/batch=0.05s
3311/43800 (epoch 7.559) train_loss=298.72290039 time/batch=0.12s
3312/43800 (epoch 7.562) train_loss=244.70033264 time/batch=0.09s
3313/43800 (epoch 7.564) train_loss=157.42054749 time/batch=0.06s
3314/43800 (epoch 7.566) train_loss=248.13998413 time/batch=0.09s
3315/43800 (epoch 7.568) train_loss=9.74680710 time/batch=0.02s
3316/43800 (epoch 7.571) train_loss=184.52772522 time/batch=0.06s
3317/43800 (epoch 7.573) train_loss=349.72494507 time/batch=0.11s
3318/43800 (epoch 7.575) train_loss=277.92562866 time/batch=0.10s
3319/43800 (epoch 7.578) train_loss=240.66537476 time/batch=0.08s
3320/43800 (epoch 7.580) train_loss=176.59115601 time/batch=0.06s
3321/43800 (epoch 7.582) train_loss=144.80538940 time/batch=0.07s
3322/43800 (epoch 7.584) train_loss=150.51409912 time/batch=0.05s
3323/43800 (epoch 7.587) train_loss=188.80258179 time/batch=0.07s
3324/43800 (epoch 7.589) train_loss=219.22500610 time/batch=0.08s
3325/43800 (epoch 7.591) train_loss=199.02737427 time/batch=0.07s
3326/43800 (epoch 7.594) train_loss=159.19747925 time/batch=0.06s
3327/43800 (epoch 7.596) train_loss=146.91564941 time/batch=0.06s
3328/43800 (epoch 7.598) train_loss=316.69067383 time/batch=0.11s
3329/43800 (epoch 7.600) train_loss=235.52400208 time/batch=0.07s
3330/43800 (epoch 7.603) train_loss=307.19747925 time/batch=0.10s
3331/43800 (epoch 7.605) train_loss=334.72924805 time/batch=0.13s
3332/43800 (epoch 7.607) train_loss=263.03442383 time/batch=0.10s
3333/43800 (epoch 7.610) train_loss=229.68606567 time/batch=0.07s
3334/43800 (epoch 7.612) train_loss=221.79760742 time/batch=0.08s
3335/43800 (epoch 7.614) train_loss=176.42878723 time/batch=0.06s
3336/43800 (epoch 7.616) train_loss=290.94320679 time/batch=0.12s
3337/43800 (epoch 7.619) train_loss=164.46607971 time/batch=0.06s
3338/43800 (epoch 7.621) train_loss=131.95870972 time/batch=0.05s
3339/43800 (epoch 7.623) train_loss=163.05148315 time/batch=0.07s
3340/43800 (epoch 7.626) train_loss=298.61633301 time/batch=0.10s
3341/43800 (epoch 7.628) train_loss=138.65698242 time/batch=0.07s
3342/43800 (epoch 7.630) train_loss=191.97201538 time/batch=0.05s
3343/43800 (epoch 7.632) train_loss=211.13882446 time/batch=0.07s
3344/43800 (epoch 7.635) train_loss=365.61248779 time/batch=0.12s
3345/43800 (epoch 7.637) train_loss=209.69175720 time/batch=0.07s
3346/43800 (epoch 7.639) train_loss=271.27362061 time/batch=0.10s
3347/43800 (epoch 7.642) train_loss=387.88732910 time/batch=0.11s
3348/43800 (epoch 7.644) train_loss=245.10481262 time/batch=0.09s
3349/43800 (epoch 7.646) train_loss=270.92877197 time/batch=0.09s
3350/43800 (epoch 7.648) train_loss=234.03308105 time/batch=0.07s
3351/43800 (epoch 7.651) train_loss=258.86242676 time/batch=0.09s
3352/43800 (epoch 7.653) train_loss=177.80101013 time/batch=0.05s
3353/43800 (epoch 7.655) train_loss=292.90393066 time/batch=0.14s
3354/43800 (epoch 7.658) train_loss=249.60282898 time/batch=0.08s
3355/43800 (epoch 7.660) train_loss=152.53698730 time/batch=0.06s
3356/43800 (epoch 7.662) train_loss=267.72985840 time/batch=0.08s
3357/43800 (epoch 7.664) train_loss=296.32608032 time/batch=0.09s
3358/43800 (epoch 7.667) train_loss=270.88977051 time/batch=0.10s
3359/43800 (epoch 7.669) train_loss=213.42468262 time/batch=0.09s
3360/43800 (epoch 7.671) train_loss=208.93536377 time/batch=0.08s
3361/43800 (epoch 7.674) train_loss=219.41427612 time/batch=0.07s
3362/43800 (epoch 7.676) train_loss=328.05871582 time/batch=0.11s
3363/43800 (epoch 7.678) train_loss=238.95719910 time/batch=0.10s
3364/43800 (epoch 7.680) train_loss=219.25077820 time/batch=0.07s
3365/43800 (epoch 7.683) train_loss=196.48278809 time/batch=0.09s
3366/43800 (epoch 7.685) train_loss=193.23020935 time/batch=0.09s
3367/43800 (epoch 7.687) train_loss=210.57618713 time/batch=0.06s
3368/43800 (epoch 7.689) train_loss=159.38819885 time/batch=0.05s
3369/43800 (epoch 7.692) train_loss=195.64532471 time/batch=0.07s
3370/43800 (epoch 7.694) train_loss=278.59393311 time/batch=0.10s
3371/43800 (epoch 7.696) train_loss=125.10490417 time/batch=0.05s
3372/43800 (epoch 7.699) train_loss=269.13031006 time/batch=0.07s
3373/43800 (epoch 7.701) train_loss=136.94648743 time/batch=0.06s
3374/43800 (epoch 7.703) train_loss=209.49151611 time/batch=0.07s
3375/43800 (epoch 7.705) train_loss=195.10447693 time/batch=0.07s
3376/43800 (epoch 7.708) train_loss=199.53854370 time/batch=0.07s
3377/43800 (epoch 7.710) train_loss=222.63946533 time/batch=0.06s
3378/43800 (epoch 7.712) train_loss=313.44937134 time/batch=0.10s
3379/43800 (epoch 7.715) train_loss=242.06811523 time/batch=0.08s
3380/43800 (epoch 7.717) train_loss=144.15023804 time/batch=0.05s
3381/43800 (epoch 7.719) train_loss=192.41687012 time/batch=0.07s
3382/43800 (epoch 7.721) train_loss=311.76684570 time/batch=0.12s
3383/43800 (epoch 7.724) train_loss=213.43519592 time/batch=0.07s
3384/43800 (epoch 7.726) train_loss=238.63336182 time/batch=0.11s
3385/43800 (epoch 7.728) train_loss=11.74525452 time/batch=0.02s
3386/43800 (epoch 7.731) train_loss=334.38043213 time/batch=0.08s
3387/43800 (epoch 7.733) train_loss=251.04257202 time/batch=0.10s
3388/43800 (epoch 7.735) train_loss=130.72543335 time/batch=0.04s
3389/43800 (epoch 7.737) train_loss=171.00894165 time/batch=0.07s
3390/43800 (epoch 7.740) train_loss=151.52090454 time/batch=0.05s
3391/43800 (epoch 7.742) train_loss=248.79739380 time/batch=0.09s
3392/43800 (epoch 7.744) train_loss=146.52043152 time/batch=0.06s
3393/43800 (epoch 7.747) train_loss=221.56517029 time/batch=0.09s
3394/43800 (epoch 7.749) train_loss=283.14636230 time/batch=0.08s
3395/43800 (epoch 7.751) train_loss=124.43390656 time/batch=0.04s
3396/43800 (epoch 7.753) train_loss=160.01071167 time/batch=0.05s
3397/43800 (epoch 7.756) train_loss=149.09780884 time/batch=0.06s
3398/43800 (epoch 7.758) train_loss=323.13674927 time/batch=0.07s
3399/43800 (epoch 7.760) train_loss=312.02441406 time/batch=0.09s
Validating
    loss:	540.615996

3400/43800 (epoch 7.763) train_loss=239.36022949 time/batch=2.57s
3401/43800 (epoch 7.765) train_loss=123.46225739 time/batch=0.06s
3402/43800 (epoch 7.767) train_loss=176.86633301 time/batch=0.07s
3403/43800 (epoch 7.769) train_loss=177.74575806 time/batch=0.07s
3404/43800 (epoch 7.772) train_loss=206.10137939 time/batch=0.09s
3405/43800 (epoch 7.774) train_loss=266.81094360 time/batch=0.10s
3406/43800 (epoch 7.776) train_loss=248.56309509 time/batch=0.10s
3407/43800 (epoch 7.779) train_loss=133.12313843 time/batch=0.05s
3408/43800 (epoch 7.781) train_loss=10.68466091 time/batch=0.02s
3409/43800 (epoch 7.783) train_loss=198.55233765 time/batch=0.06s
3410/43800 (epoch 7.785) train_loss=237.35937500 time/batch=0.08s
3411/43800 (epoch 7.788) train_loss=241.07620239 time/batch=0.09s
3412/43800 (epoch 7.790) train_loss=264.59173584 time/batch=0.09s
3413/43800 (epoch 7.792) train_loss=266.55886841 time/batch=0.08s
3414/43800 (epoch 7.795) train_loss=142.82543945 time/batch=0.06s
3415/43800 (epoch 7.797) train_loss=224.84346008 time/batch=0.07s
3416/43800 (epoch 7.799) train_loss=124.30906677 time/batch=0.05s
3417/43800 (epoch 7.801) train_loss=171.32769775 time/batch=0.07s
3418/43800 (epoch 7.804) train_loss=188.12680054 time/batch=0.07s
3419/43800 (epoch 7.806) train_loss=111.65591431 time/batch=0.05s
3420/43800 (epoch 7.808) train_loss=173.79988098 time/batch=0.07s
3421/43800 (epoch 7.811) train_loss=203.38684082 time/batch=0.09s
3422/43800 (epoch 7.813) train_loss=320.40179443 time/batch=0.09s
3423/43800 (epoch 7.815) train_loss=147.88330078 time/batch=0.06s
3424/43800 (epoch 7.817) train_loss=152.71224976 time/batch=0.06s
3425/43800 (epoch 7.820) train_loss=222.65811157 time/batch=0.08s
3426/43800 (epoch 7.822) train_loss=254.77746582 time/batch=0.08s
3427/43800 (epoch 7.824) train_loss=181.69174194 time/batch=0.07s
3428/43800 (epoch 7.826) train_loss=260.21563721 time/batch=0.09s
3429/43800 (epoch 7.829) train_loss=135.69860840 time/batch=0.04s
3430/43800 (epoch 7.831) train_loss=240.20559692 time/batch=0.09s
3431/43800 (epoch 7.833) train_loss=282.58282471 time/batch=0.09s
3432/43800 (epoch 7.836) train_loss=146.51864624 time/batch=0.05s
3433/43800 (epoch 7.838) train_loss=194.50387573 time/batch=0.07s
3434/43800 (epoch 7.840) train_loss=267.35202026 time/batch=0.10s
3435/43800 (epoch 7.842) train_loss=360.41546631 time/batch=0.09s
3436/43800 (epoch 7.845) train_loss=247.88244629 time/batch=0.09s
3437/43800 (epoch 7.847) train_loss=211.38491821 time/batch=0.08s
3438/43800 (epoch 7.849) train_loss=230.47183228 time/batch=0.08s
3439/43800 (epoch 7.852) train_loss=267.75543213 time/batch=0.08s
3440/43800 (epoch 7.854) train_loss=318.19561768 time/batch=0.09s
3441/43800 (epoch 7.856) train_loss=248.13558960 time/batch=0.09s
3442/43800 (epoch 7.858) train_loss=146.62396240 time/batch=0.06s
3443/43800 (epoch 7.861) train_loss=223.73980713 time/batch=0.06s
3444/43800 (epoch 7.863) train_loss=190.78511047 time/batch=0.07s
3445/43800 (epoch 7.865) train_loss=208.10388184 time/batch=0.09s
3446/43800 (epoch 7.868) train_loss=211.56282043 time/batch=0.06s
3447/43800 (epoch 7.870) train_loss=212.07719421 time/batch=0.08s
3448/43800 (epoch 7.872) train_loss=250.00175476 time/batch=0.09s
3449/43800 (epoch 7.874) train_loss=342.21533203 time/batch=0.10s
3450/43800 (epoch 7.877) train_loss=221.65795898 time/batch=0.08s
3451/43800 (epoch 7.879) train_loss=260.80004883 time/batch=0.09s
3452/43800 (epoch 7.881) train_loss=257.89807129 time/batch=0.06s
3453/43800 (epoch 7.884) train_loss=186.92839050 time/batch=0.07s
3454/43800 (epoch 7.886) train_loss=246.61392212 time/batch=0.08s
3455/43800 (epoch 7.888) train_loss=266.61233521 time/batch=0.11s
3456/43800 (epoch 7.890) train_loss=303.46728516 time/batch=0.11s
3457/43800 (epoch 7.893) train_loss=130.92481995 time/batch=0.06s
3458/43800 (epoch 7.895) train_loss=211.72796631 time/batch=0.06s
3459/43800 (epoch 7.897) train_loss=196.14147949 time/batch=0.07s
3460/43800 (epoch 7.900) train_loss=133.93846130 time/batch=0.05s
3461/43800 (epoch 7.902) train_loss=239.96264648 time/batch=0.09s
3462/43800 (epoch 7.904) train_loss=184.96011353 time/batch=0.07s
3463/43800 (epoch 7.906) train_loss=223.57778931 time/batch=0.08s
3464/43800 (epoch 7.909) train_loss=231.12432861 time/batch=0.07s
3465/43800 (epoch 7.911) train_loss=163.54617310 time/batch=0.08s
3466/43800 (epoch 7.913) train_loss=104.36949921 time/batch=0.06s
3467/43800 (epoch 7.916) train_loss=222.63946533 time/batch=0.08s
3468/43800 (epoch 7.918) train_loss=145.93981934 time/batch=0.09s
3469/43800 (epoch 7.920) train_loss=115.94232178 time/batch=0.05s
3470/43800 (epoch 7.922) train_loss=10.09992409 time/batch=0.02s
3471/43800 (epoch 7.925) train_loss=159.43519592 time/batch=0.07s
3472/43800 (epoch 7.927) train_loss=280.70712280 time/batch=0.08s
3473/43800 (epoch 7.929) train_loss=278.88732910 time/batch=0.09s
3474/43800 (epoch 7.932) train_loss=9.73341846 time/batch=0.02s
3475/43800 (epoch 7.934) train_loss=8.64657974 time/batch=0.02s
3476/43800 (epoch 7.936) train_loss=8.20468140 time/batch=0.00s
3477/43800 (epoch 7.938) train_loss=6.93463707 time/batch=0.01s
3478/43800 (epoch 7.941) train_loss=122.77990723 time/batch=0.07s
3479/43800 (epoch 7.943) train_loss=4.75584030 time/batch=0.03s
3480/43800 (epoch 7.945) train_loss=4.89105034 time/batch=0.00s
3481/43800 (epoch 7.947) train_loss=4.36123085 time/batch=0.01s
3482/43800 (epoch 7.950) train_loss=4.04814625 time/batch=0.01s
3483/43800 (epoch 7.952) train_loss=4.23359346 time/batch=0.01s
3484/43800 (epoch 7.954) train_loss=4.14960575 time/batch=0.00s
3485/43800 (epoch 7.957) train_loss=4.71173668 time/batch=0.01s
3486/43800 (epoch 7.959) train_loss=3.99455881 time/batch=0.01s
3487/43800 (epoch 7.961) train_loss=4.22530937 time/batch=0.01s
3488/43800 (epoch 7.963) train_loss=3.45754099 time/batch=0.01s
3489/43800 (epoch 7.966) train_loss=3.77925324 time/batch=0.00s
3490/43800 (epoch 7.968) train_loss=4.58474255 time/batch=0.01s
3491/43800 (epoch 7.970) train_loss=4.55671740 time/batch=0.01s
3492/43800 (epoch 7.973) train_loss=3.99156952 time/batch=0.01s
3493/43800 (epoch 7.975) train_loss=4.54349613 time/batch=0.01s
3494/43800 (epoch 7.977) train_loss=5.09835148 time/batch=0.00s
3495/43800 (epoch 7.979) train_loss=4.73818064 time/batch=0.01s
3496/43800 (epoch 7.982) train_loss=3.47275925 time/batch=0.01s
3497/43800 (epoch 7.984) train_loss=4.05825663 time/batch=0.01s
3498/43800 (epoch 7.986) train_loss=4.29791260 time/batch=0.01s
3499/43800 (epoch 7.989) train_loss=3.87509108 time/batch=0.01s
Validating
    loss:	567.072256

3500/43800 (epoch 7.991) train_loss=4.25830698 time/batch=2.96s
3501/43800 (epoch 7.993) train_loss=4.12650776 time/batch=0.01s
3502/43800 (epoch 7.995) train_loss=4.68359137 time/batch=0.01s
3503/43800 (epoch 7.998) train_loss=4.23825264 time/batch=0.01s
3504/43800 (epoch 8.000) train_loss=3.96834373 time/batch=0.00s
3505/43800 (epoch 8.002) train_loss=305.46997070 time/batch=0.12s
3506/43800 (epoch 8.005) train_loss=1504.45959473 time/batch=0.30s
3507/43800 (epoch 8.007) train_loss=2975.48828125 time/batch=0.54s
3508/43800 (epoch 8.009) train_loss=1641.46044922 time/batch=0.32s
3509/43800 (epoch 8.011) train_loss=1265.49218750 time/batch=0.27s
3510/43800 (epoch 8.014) train_loss=1259.50878906 time/batch=0.26s
3511/43800 (epoch 8.016) train_loss=572.41027832 time/batch=0.18s
3512/43800 (epoch 8.018) train_loss=474.56268311 time/batch=0.15s
3513/43800 (epoch 8.021) train_loss=1372.44604492 time/batch=0.24s
3514/43800 (epoch 8.023) train_loss=2589.70263672 time/batch=0.54s
3515/43800 (epoch 8.025) train_loss=432.80819702 time/batch=0.17s
3516/43800 (epoch 8.027) train_loss=1010.18432617 time/batch=0.28s
3517/43800 (epoch 8.030) train_loss=1895.16931152 time/batch=0.38s
3518/43800 (epoch 8.032) train_loss=175.90994263 time/batch=0.08s
3519/43800 (epoch 8.034) train_loss=512.10839844 time/batch=0.15s
3520/43800 (epoch 8.037) train_loss=3728.56152344 time/batch=0.66s
3521/43800 (epoch 8.039) train_loss=619.77197266 time/batch=0.22s
3522/43800 (epoch 8.041) train_loss=570.00317383 time/batch=0.17s
3523/43800 (epoch 8.043) train_loss=118.60970306 time/batch=0.05s
3524/43800 (epoch 8.046) train_loss=1882.36193848 time/batch=0.40s
3525/43800 (epoch 8.048) train_loss=721.60937500 time/batch=0.19s
3526/43800 (epoch 8.050) train_loss=683.50305176 time/batch=0.20s
3527/43800 (epoch 8.053) train_loss=322.05651855 time/batch=0.11s
3528/43800 (epoch 8.055) train_loss=782.53649902 time/batch=0.28s
3529/43800 (epoch 8.057) train_loss=1065.85009766 time/batch=0.26s
3530/43800 (epoch 8.059) train_loss=491.96740723 time/batch=0.17s
3531/43800 (epoch 8.062) train_loss=555.08532715 time/batch=0.20s
3532/43800 (epoch 8.064) train_loss=619.79510498 time/batch=0.21s
3533/43800 (epoch 8.066) train_loss=268.20196533 time/batch=0.09s
3534/43800 (epoch 8.068) train_loss=1825.22998047 time/batch=0.47s
3535/43800 (epoch 8.071) train_loss=670.52416992 time/batch=0.19s
3536/43800 (epoch 8.073) train_loss=446.06762695 time/batch=0.14s
3537/43800 (epoch 8.075) train_loss=6988.18505859 time/batch=1.72s
3538/43800 (epoch 8.078) train_loss=6403.48242188 time/batch=1.07s
3539/43800 (epoch 8.080) train_loss=1303.35083008 time/batch=0.38s
3540/43800 (epoch 8.082) train_loss=3949.96630859 time/batch=0.75s
3541/43800 (epoch 8.084) train_loss=1068.36010742 time/batch=0.31s
3542/43800 (epoch 8.087) train_loss=1677.38525391 time/batch=0.37s
3543/43800 (epoch 8.089) train_loss=132.03448486 time/batch=0.06s
3544/43800 (epoch 8.091) train_loss=932.37011719 time/batch=0.30s
3545/43800 (epoch 8.094) train_loss=144.45550537 time/batch=0.08s
3546/43800 (epoch 8.096) train_loss=483.56774902 time/batch=0.15s
3547/43800 (epoch 8.098) train_loss=379.11328125 time/batch=0.12s
3548/43800 (epoch 8.100) train_loss=97.28872681 time/batch=0.05s
3549/43800 (epoch 8.103) train_loss=1877.98962402 time/batch=0.40s
3550/43800 (epoch 8.105) train_loss=524.76031494 time/batch=0.17s
3551/43800 (epoch 8.107) train_loss=2926.54052734 time/batch=0.62s
3552/43800 (epoch 8.110) train_loss=287.13128662 time/batch=0.15s
3553/43800 (epoch 8.112) train_loss=306.83483887 time/batch=0.11s
3554/43800 (epoch 8.114) train_loss=355.79739380 time/batch=0.11s
3555/43800 (epoch 8.116) train_loss=1438.51025391 time/batch=0.31s
3556/43800 (epoch 8.119) train_loss=212.63871765 time/batch=0.06s
3557/43800 (epoch 8.121) train_loss=222.54122925 time/batch=0.10s
3558/43800 (epoch 8.123) train_loss=289.22180176 time/batch=0.11s
3559/43800 (epoch 8.126) train_loss=1592.93652344 time/batch=0.34s
3560/43800 (epoch 8.128) train_loss=527.00976562 time/batch=0.18s
3561/43800 (epoch 8.130) train_loss=198.87297058 time/batch=0.07s
3562/43800 (epoch 8.132) train_loss=1168.86669922 time/batch=0.34s
3563/43800 (epoch 8.135) train_loss=1617.60852051 time/batch=0.34s
3564/43800 (epoch 8.137) train_loss=243.99194336 time/batch=0.10s
3565/43800 (epoch 8.139) train_loss=615.94708252 time/batch=0.19s
3566/43800 (epoch 8.142) train_loss=282.51367188 time/batch=0.10s
3567/43800 (epoch 8.144) train_loss=434.07916260 time/batch=0.14s
3568/43800 (epoch 8.146) train_loss=2883.86279297 time/batch=2.21s
3569/43800 (epoch 8.148) train_loss=388.49386597 time/batch=0.22s
3570/43800 (epoch 8.151) train_loss=184.02792358 time/batch=0.07s
3571/43800 (epoch 8.153) train_loss=335.46173096 time/batch=0.12s
3572/43800 (epoch 8.155) train_loss=1014.93048096 time/batch=0.24s
3573/43800 (epoch 8.158) train_loss=580.34570312 time/batch=0.15s
3574/43800 (epoch 8.160) train_loss=1373.58801270 time/batch=0.38s
3575/43800 (epoch 8.162) train_loss=231.87350464 time/batch=0.09s
3576/43800 (epoch 8.164) train_loss=682.98779297 time/batch=0.20s
3577/43800 (epoch 8.167) train_loss=2319.79003906 time/batch=0.55s
3578/43800 (epoch 8.169) train_loss=1568.40673828 time/batch=0.30s
3579/43800 (epoch 8.171) train_loss=1772.43908691 time/batch=0.37s
3580/43800 (epoch 8.174) train_loss=610.57324219 time/batch=0.21s
3581/43800 (epoch 8.176) train_loss=3537.08251953 time/batch=0.99s
3582/43800 (epoch 8.178) train_loss=5638.38134766 time/batch=2.05s
3583/43800 (epoch 8.180) train_loss=168.95843506 time/batch=0.15s
3584/43800 (epoch 8.183) train_loss=335.49722290 time/batch=0.10s
3585/43800 (epoch 8.185) train_loss=1539.84924316 time/batch=0.35s
3586/43800 (epoch 8.187) train_loss=1972.84338379 time/batch=0.43s
3587/43800 (epoch 8.189) train_loss=925.11437988 time/batch=0.23s
3588/43800 (epoch 8.192) train_loss=134.44708252 time/batch=0.06s
3589/43800 (epoch 8.194) train_loss=201.12796021 time/batch=0.08s
3590/43800 (epoch 8.196) train_loss=554.49151611 time/batch=0.17s
3591/43800 (epoch 8.199) train_loss=561.17810059 time/batch=0.20s
3592/43800 (epoch 8.201) train_loss=451.61541748 time/batch=0.16s
3593/43800 (epoch 8.203) train_loss=2837.25732422 time/batch=0.56s
3594/43800 (epoch 8.205) train_loss=117.81602478 time/batch=0.07s
3595/43800 (epoch 8.208) train_loss=1549.67565918 time/batch=0.44s
3596/43800 (epoch 8.210) train_loss=234.99987793 time/batch=0.10s
3597/43800 (epoch 8.212) train_loss=288.06091309 time/batch=0.10s
3598/43800 (epoch 8.215) train_loss=369.67459106 time/batch=0.12s
3599/43800 (epoch 8.217) train_loss=260.42712402 time/batch=0.10s
Validating
    loss:	504.883609
